analysis_id,population,gate_level,metric,mean,median,standard_deviation,ci_low_95,ci_high_95,observation_count,group_count,bootstrap_resamples,bootstrap_unit,model_id,representation_name,payload_class
entropy_overall,ordinary_control,moderate,generated_token_count,95.73333333333333,78.0,60.544966737119275,78.3482028241335,113.30249582289053,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,mean_entropy_bits,1.3889072825965891,1.2976338663794411,0.47654260745930554,1.2982260729339008,1.490417372792623,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,mean_observed_rank,1.6885435630787964,1.4589469808541973,0.8744309862931947,1.5414370820616095,1.8547727054704979,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,mean_token_surprisal_nats,0.6529873565873572,0.6080794411012984,0.2814003086110662,0.5974064848198969,0.7220300038436408,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,mean_rank_pressure_log_probability_gap_nats,0.22528537690047276,0.2022047923046088,0.1379536294338731,0.1955199962781659,0.2616471585307625,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,word_count,73.66666666666667,60.0,49.15903420794293,59.98227134146342,87.50083333333333,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,sentence_count,5.191666666666666,4.0,3.4135071132670767,4.274907945736435,6.1712778568041715,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,character_count,477.4166666666667,388.5,315.17615678207886,389.30371710526316,562.1408910997004,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,flesch_reading_ease_heuristic,44.15244502796958,42.18177884615386,15.431545613733599,40.87471033678995,47.688600488777624,119,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,flesch_kincaid_grade_heuristic,10.685707622203129,10.98903846153846,2.620905110909679,10.111948298412726,11.21893247015779,119,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,coleman_liau_index,12.251521033478067,12.25653333333333,2.745571859577926,11.872447257986941,12.637323372731135,119,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,unique_word_fraction,0.7460382825450297,0.7413793103448276,0.10995089530528525,0.7125463360568599,0.7806311660108948,119,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,repeated_bigram_fraction,0.048068895937573124,0.044949494949494906,0.042664727593456,0.03741721220015408,0.058843922974466195,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,repeated_trigram_fraction,0.015140581929906586,0.0,0.02365656551842976,0.010674321013814197,0.020141031920239593,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,maximum_identical_word_run,1.05,1.0,0.25437350953458415,1.016260162601626,1.0916666666666666,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,surface_flag_total,1.725,1.0,5.881122770527479,1.0666666666666667,2.912330827067669,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,artifact_like_fragment_count,0.0,0.0,0.0,0.0,0.0,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,moderate,tfidf_prompt_similarity,0.10064696840457514,0.09943140816004098,0.040362825854525046,0.0883813039539978,0.11310080120282523,120,16,2000,payload_name,,,
entropy_overall,ordinary_control,strict,generated_token_count,206.01666666666668,148.0,189.60715616628974,163.72256097560975,246.6921866137266,120,16,2000,payload_name,,,
