condition,outcome,n,missing_n,prompt_template_units,mean,standard_deviation,median,minimum,maximum,ci_low,ci_high,interval_method,confidence_level,bootstrap_resamples,estimand_scope,human_rating_substitute
direct_subword_calgacus,word_count,72,0,18,27.11111111111111,13.662486478537236,23.0,1.0,57.0,25.721875,28.541666666666668,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,sentence_count,72,0,18,2.013888888888889,1.0413027533336099,2.0,1.0,5.0,1.8055555555555556,2.236111111111111,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,character_count,72,0,18,172.97222222222223,85.42618462944654,148.0,41.0,395.0,163.87430555555557,182.29201388888887,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,flesch_reading_ease_heuristic,72,0,18,51.4440688819554,23.99825327026233,51.415302419354845,-29.125263157894693,121.22000000000003,46.29465837938068,56.15652496133133,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,flesch_kincaid_grade_heuristic,72,0,18,10.198786937640758,5.715409070896842,9.364166666666668,-3.3999999999999986,31.482105263157894,9.250409626723727,11.253324093374758,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,coleman_liau_index,72,0,18,10.415174888233969,6.938079741394973,11.387880434782604,-39.519999999999996,19.46888888888888,8.824329562644813,11.708036564742525,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,unique_word_fraction,72,0,18,0.9415234288543497,0.055845727375682754,0.9466981132075472,0.8,1.0,0.9325128812216289,0.951020487567769,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,repeated_bigram_fraction,72,0,18,0.005188446547337935,0.01735379429072994,0.0,0.0,0.09999999999999998,0.0021198830409356727,0.008600753798216936,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,repeated_trigram_fraction,72,0,18,0.0015262450481041319,0.007753188625865472,0.0,0.0,0.052631578947368474,0.0,0.0033726979579324643,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
direct_subword_calgacus,maximum_identical_word_run,72,0,18,1.0138888888888888,0.11785113019775793,1.0,1.0,2.0,1.0,1.0416666666666667,prompt_template_cluster_percentile_bootstrap,0.95,2000,selected_computational_stimulus_surface_diagnostic,False
