status,comparison_name,metric_name,group_a,group_b,n_a,n_b,mean_a,mean_b,difference_b_minus_a,ratio_b_over_a,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,mean_token_log_probability,nonseg_ascii_b8,nonseg_ascii_b16,8,6,-3.46610034311447,-3.843138545863718,-0.3770382027492478,1.1087787904058368,-0.5776424417389265,-0.16355927194400527,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,mean_token_log_probability,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,6,6,-3.843138545863718,-4.570768721900919,-0.7276301760372008,1.1893322781246938,-0.9679665322848814,-0.5451756720402908,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,generated_token_count,nonseg_ascii_b8,nonseg_ascii_b16,8,6,149.75,128.0,-21.75,0.8547579298831386,-43.0,10.125,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,generated_token_count,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,6,6,128.0,64.0,-64.0,0.5,-64.0,-64.0,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,artifact_count_total,nonseg_ascii_b8,nonseg_ascii_b16,8,6,0.75,1.6666666666666667,0.9166666666666667,2.2222222222222223,0.08229166666666665,1.5833333333333333,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,artifact_count_total,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,6,6,1.6666666666666667,0.6666666666666666,-1.0,0.39999999999999997,-1.5,-0.4999999999999999,hex payloads only
ok,segmented_single_topic_vs_multi_topic,full_message_mean_log_probability_mean,segmented_single_topic,segmented_multi_topic,3,3,-1.6157011927163776,-1.4864049380393143,0.1292962546770633,0.9199751443769837,-0.146019657158321,0.4392159153657531,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,7,7,-5.274365097316893,-1.5390970402806485,3.735268057036244,0.29180707286713964,3.362776339929289,4.084272358579876,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,full_message_artifact_count_mean,segmented_single_topic,segmented_multi_topic,3,3,0.20833333333333334,0.20833333333333334,0.0,1.0,-0.08333333333333334,0.08333333333333334,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,7,7,-5.274365097316893,-1.5390970402806485,3.735268057036244,0.29180707286713964,3.362776339929289,4.084272358579876,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,total_full_message_token_count,segmented_single_topic,segmented_multi_topic,3,3,257.6666666666667,258.3333333333333,0.6666666666666288,1.002587322121604,-80.33333333333334,81.66666666666666,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,7,7,-5.274365097316893,-1.5390970402806485,3.735268057036244,0.29180707286713964,3.362776339929289,4.084272358579876,paired structure is summarized as an independent bootstrap for this pilot
ok,legacy_unfiltered_vs_filtered_pilot,full_message_mean_log_probability_mean,unfiltered,safe_text_filter_v1,6,4,-1.3328877200606175,-1.381828746777508,-0.0489410267168906,1.0367180415726727,-0.2242872797133828,0.13029345289574848,imported from results/rankcloak_segmented_quality_controls
ok,legacy_unfiltered_vs_filtered_pilot,full_message_artifact_count_mean,unfiltered,safe_text_filter_v1,6,4,0.16666666666666666,0.0,-0.16666666666666666,0.0,-0.22916666666666666,-0.08333333333333333,imported from results/rankcloak_segmented_quality_controls
