source_type,trial_id,payload_name,payload_class,protocol_variant,representation_name,prompt_name,prompt_family,segment_index,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,artifact_count_total,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,contains_markdown_emphasis,contains_separator_line,notes,fraction_rank_le_16,fraction_rank_le_64
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_long_specific,recipe,,171,780,3,0.1769230769230769,0.0294871794871794,0.0,0.7935897435897435,0.7719298245614035,0.2280701754385965,-3.414078337651232,-3.319010048531183,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_forum_exchange_specific,recipe_forum_exchange,,171,734,15,0.1920980926430517,0.0422343324250681,0.0,0.7615803814713896,0.7426900584795322,0.2573099415204678,-3.4297724020848697,-3.283700998229282,4.140350877192983,7.0,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_blog,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_blog,recipe,,171,714,16,0.1624649859943977,0.0322128851540616,0.0224089635854341,0.7829131652661064,0.6783625730994152,0.3216374269005848,-3.495908181391345,-3.348905266168249,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,grocery_planning_note_specific,grocery_planning,,171,739,2,0.1907983761840324,0.0297699594046008,0.0,0.7753721244925575,0.6549707602339181,0.3450292397660819,-3.2430290126158376,-3.1666212663178435,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__plant_care_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,plant_care_note_specific,plant_care,,171,683,21,0.1756954612005856,0.0366032210834553,0.0043923865300146,0.7833089311859444,0.7134502923976608,0.2865497076023392,-3.32738750424618,-3.2066327976673143,4.140350877192983,7.0,1,False,False,False,False,False,False,True,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_long_specific,recipe,,128,617,3,0.1734197730956239,0.0226904376012965,0.0,0.7990275526742301,0.8125,0.1875,-3.9212548184764167,-3.632068917546949,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_forum_exchange_specific,recipe_forum_exchange,,128,610,3,0.1721311475409836,0.0344262295081967,0.0,0.7934426229508197,0.671875,0.328125,-3.692753520729184,-3.5168184538075185,5.015625,8.0,1,True,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_blog,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_blog,recipe,,128,537,3,0.180633147113594,0.0633147113594041,0.0,0.7523277467411545,0.7734375,0.2265625,-3.894052323256413,-3.536839437210123,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,grocery_planning_note_specific,grocery_planning,,128,631,7,0.179080824088748,0.028526148969889,0.0,0.7923930269413629,0.7890625,0.2109375,-3.7064022128226046,-3.419699181405811,5.015625,8.0,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__plant_care_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,plant_care_note_specific,plant_care,,128,525,5,0.1828571428571428,0.0495238095238095,0.0,0.7561904761904762,0.8203125,0.1796875,-4.062690571116733,-3.652022253506118,5.015625,8.0,1,False,True,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,recipe_long_specific,recipe,,64,330,1,0.1787878787878788,0.0181818181818181,0.0,0.796969696969697,0.765625,0.234375,-4.346858056099975,-4.348042091855062,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,recipe_forum_exchange_specific,recipe_forum_exchange,,64,307,7,0.1856677524429967,0.0325732899022801,0.0,0.7817589576547231,0.9375,0.0625,-4.71208483807163,-4.55857051067234,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_blog,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,recipe_blog,recipe,,64,202,2,0.1782178217821782,0.0544554455445544,0.0,0.7574257425742574,0.953125,0.046875,-4.533707168661183,-4.478314613910344,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,grocery_planning_note_specific,grocery_planning,,64,312,2,0.1634615384615384,0.0352564102564102,0.0,0.7884615384615384,0.890625,0.109375,-4.559488016340126,-4.32371763972155,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__plant_care_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,plant_care_note_specific,plant_care,,64,314,5,0.1687898089171974,0.0222929936305732,0.0,0.8089171974522293,0.921875,0.078125,-4.35734938146787,-4.129173757151801,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__recipe_long_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_long_specific,recipe,,171,783,2,0.1685823754789272,0.0280970625798212,0.0,0.8033205619412516,0.7309941520467836,0.2690058479532163,-3.478719169737941,-3.3331940474554056,3.947368421052632,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__recipe_forum_exchange_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_forum_exchange_specific,recipe_forum_exchange,,171,513,40,0.1949317738791423,0.189083820662768,0.0818713450292397,0.5341130604288499,0.3859649122807017,0.6140350877192983,-3.119029518557937,-2.8489084432743965,3.947368421052632,7.0,2,True,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__recipe_blog,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,recipe_blog,recipe,,171,603,3,0.1824212271973466,0.0630182421227197,0.0182421227197346,0.7313432835820896,0.7485380116959064,0.2514619883040936,-3.421494871894514,-3.2220836893420284,3.947368421052632,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__grocery_planning_note_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,grocery_planning_note_specific,grocery_planning,,171,787,5,0.1969504447268106,0.013977128335451,0.0,0.7890724269377383,0.6783625730994152,0.3216374269005848,-3.089649205862562,-2.992100974208721,3.947368421052632,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_001__ascii_bytes_fixed_radix__b8__plant_care_note_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b8,ascii_bytes_fixed_radix,plant_care_note_specific,plant_care,,171,833,7,0.1824729891956782,0.0264105642256902,0.0,0.7911164465786314,0.7368421052631579,0.2631578947368421,-3.0625944953250226,-3.0782942986377897,3.947368421052632,7.0,1,False,False,False,False,False,False,True,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_001__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_long_specific,recipe,,128,554,4,0.1660649819494584,0.0379061371841155,0.0,0.7906137184115524,0.796875,0.203125,-4.079183530008767,-3.713994694517905,5.171875,8.649999999999991,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_001__ascii_bytes_fixed_radix__b16__recipe_forum_exchange_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_forum_exchange_specific,recipe_forum_exchange,,128,589,6,0.166383701188455,0.032258064516129,0.0,0.799660441426146,0.75,0.25,-3.998618272231076,-3.5790151923368843,5.171875,8.649999999999991,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_001__ascii_bytes_fixed_radix__b16__recipe_blog,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,recipe_blog,recipe,,128,417,2,0.2494004796163069,0.0407673860911271,0.0071942446043165,0.7026378896882494,0.65625,0.34375,-3.946576368071564,-3.47855943101054,5.171875,8.649999999999991,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_001__ascii_bytes_fixed_radix__b16__grocery_planning_note_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,grocery_planning_note_specific,grocery_planning,,128,603,3,0.1724709784411277,0.0281923714759535,0.0,0.7927031509121062,0.7578125,0.2421875,-4.081743183212656,-3.625480359638659,5.171875,8.649999999999991,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_001__ascii_bytes_fixed_radix__b16__plant_care_note_specific,paper_sha256_hex_001,sha256_hex,nonseg_ascii_b16,ascii_bytes_fixed_radix,plant_care_note_specific,plant_care,,128,456,24,0.2149122807017544,0.0460526315789473,0.0087719298245614,0.7302631578947368,0.59375,0.40625,-3.621759964878823,-3.620595298728025,5.171875,8.649999999999991,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_001__raw_hex_nibbles__b16__recipe_long_specific,paper_sha256_hex_001,sha256_hex,nonseg_hex_nibble_b16,raw_hex_nibbles,recipe_long_specific,recipe,,64,272,5,0.1727941176470588,0.0808823529411764,0.0,0.7426470588235294,0.8125,0.1875,-4.720809595723175,-4.448008423533675,9.0625,16.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,1.0,1.0
