view,model_id,protocol_variant,protocol_family,representation_name,n_trials,n_payloads,mean_token_count,token_count_ci_low,token_count_ci_high,mean_log_probability,log_probability_ci_low,log_probability_ci_high,mean_artifact_flags,artifact_flags_ci_low,artifact_flags_ci_high,marker_area_points_squared,bootstrap_resamples,bootstrap_seed,confidence_level,bootstrap_unit,unit_of_analysis,interval_definition,filtering_rule,unavailable_rows_in_scope,evidence_status
forced_span,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,26.508333333333333,25.204166666666666,27.862708333333334,-6.580485407955282,-6.663446654463629,-6.496632341738176,2.6,2.3375,2.9125,51.2,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,116.50802083333333,129.03333333333333,-3.4134980302415223,-3.4392357576949606,-3.3871453872906203,5.2375,4.2290625,6.412604166666665,82.85,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.4,96.6,-3.9486889228970496,-3.9855150089574822,-3.915279882739711,4.979166666666667,4.0665625,6.012604166666666,79.75,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.666666666666664,48.20083333333333,-4.598736296947165,-4.641514563623597,-4.554189637202521,2.8333333333333335,2.5416666666666665,3.1416666666666666,54.0,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,46.0,43.76583333333333,48.26749999999999,-4.771750372577954,-4.81686791937536,-4.724796240716546,3.4166666666666665,3.183333333333333,3.6791666666666667,61.0,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,46.0,43.6325,48.3,-4.75264810962162,-4.801592856624307,-4.706009422393128,3.433333333333333,3.1958333333333333,3.6875,61.199999999999996,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,41.99583333333333,39.97895833333333,44.05489583333333,-5.232531463600077,-5.3009067981622175,-5.1682109039462505,1.9,1.7541666666666667,2.0709374999999994,42.8,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,117.149375,129.02083333333334,-3.6780664208816165,-3.711676544098796,-3.645669805442705,3.15,2.808333333333333,3.533333333333333,57.8,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.53333333333333,96.53333333333333,-4.238899936407951,-4.2795185233104345,-4.201767008756324,2.6458333333333335,2.4208333333333334,2.8916666666666666,51.75,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.7,48.333333333333336,-4.956680684431592,-5.014510405112606,-4.89693651361612,2.029166666666667,1.8748958333333334,2.191770833333333,44.35,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,46.0,43.69916666666667,48.3,-5.097686420791685,-5.14693738432205,-5.046565643103357,2.316666666666667,2.158333333333333,2.4833333333333334,47.800000000000004,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,46.0,43.733333333333334,48.36666666666667,-5.125152577006862,-5.184623792393096,-5.061012742386813,2.2958333333333334,2.15,2.4459374999999994,47.55,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,40.72083333333333,38.58322916666667,42.8546875,-5.373878136008359,-5.447265117135066,-5.300311747528043,1.6291666666666667,1.4707291666666669,1.825104166666666,39.55,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,Nonsegmented,ascii_b8,240,240,123.0,117.03302083333332,129.49166666666667,-3.5699888401643536,-3.609157054815008,-3.5327785532902576,2.3,2.033333333333333,2.566770833333333,47.599999999999994,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,Nonsegmented,ascii_b16,240,240,92.0,87.39833333333334,96.6,-4.220564504683032,-4.269982754077336,-4.172797394779252,2.1125,1.8875,2.3333333333333335,45.349999999999994,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,Nonsegmented,hex_nibble,240,240,46.0,43.666666666666664,48.266666666666666,-5.029676606054295,-5.099905080780001,-4.9624553248662435,1.5583333333333333,1.4375,1.6916666666666667,38.7,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,Segmented,hex_nibble,240,240,46.0,43.7,48.36749999999999,-5.414608112524504,-5.479033453470607,-5.350002332125031,1.7791666666666666,1.6541666666666666,1.9041666666666666,41.349999999999994,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
forced_span,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,Segmented,hex_nibble,240,240,46.0,43.63333333333333,48.33416666666666,-5.383575495191559,-5.4602642425803545,-5.313035815820084,1.8083333333333333,1.6916666666666667,1.9333333333333333,41.7,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
full_message,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,Direct subword,direct_subword,240,240,26.508333333333333,25.183333333333334,27.783333333333335,-6.580485407955282,-6.671343432579856,-6.500694498282562,2.6,2.3375,2.9,51.2,2000,2026080801,0.95,payload_name,payload_model_protocol_trial_view,equal_weight_payload_percentile_bootstrap_95_ci,completed primary RankCloak trials on the balanced common support of four hex payload classes; no lead-in,0,confirmatory_records_descriptive_frontier
