model_id,protocol_variant,topic_schedule,prompt_category,n_segments,n_trials,n_payloads,tail_gain_mean,ci_low,ci_high,mean_tail_tokens,bootstrap_resamples,bootstrap_seed,confidence_level,unit_of_analysis,estimand,interval_definition,filtering_rule,unavailable_rows_in_scope,tail_payload_capacity_bits,evidence_status,adjusted_topic_analysis_relation
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,casual_conversation,230,190,190,2.82572084705127,2.712622572114128,2.9390243821270134,45.11739130434783,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,factual_explanatory,230,190,190,3.0334103847852227,2.9292729346752844,3.1447708500189018,56.31739130434783,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,forum_question_answer,230,190,190,3.254610920365283,3.139270635853125,3.3723802436351913,79.90434782608696,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,personal_narrative_blog,230,190,190,3.1063422994292123,3.0027382681973207,3.217312725646046,41.178260869565214,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,professional_communication,230,190,190,3.1829695353654657,3.083436517990711,3.290593788219723,46.17391304347826,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,recipe_procedure,230,190,190,3.351324233245233,3.2237030534632534,3.492145083500434,54.291304347826085,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,casual_conversation,230,40,40,2.957583465545939,2.859381321020756,3.066242898327722,44.165217391304346,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,factual_explanatory,230,40,40,3.015815374483649,2.8903244760102367,3.1496820571228508,44.03478260869565,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,forum_question_answer,230,40,40,3.1764196201554924,3.075901499402816,3.270541649069084,74.10434782608695,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,personal_narrative_blog,230,40,40,3.021765886626202,2.9212481221677256,3.1249245082337467,44.91304347826087,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,professional_communication,230,40,40,3.215383444142172,3.1140958992161747,3.3204874645451734,55.23913043478261,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,single_category_within_trial,recipe_procedure,230,40,40,3.317746832783843,3.1748994295903246,3.458776286823819,65.11304347826086,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,casual_conversation,230,190,190,3.2170455400533378,3.0854511887982725,3.353841794654832,47.78695652173913,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,deterministic_six_category_rotation,factual_explanatory,230,190,190,3.2070509694456772,3.085418060172639,3.33685513207661,46.22608695652174,2000,2026080801,0.95,paired_segment_message; payload-clustered uncertainty,segment full-message mean token log probability minus segment forced-span mean token log probability,payload_cluster_percentile_bootstrap_95_ci_for_segment_weighted_mean_stratified_by_payload_class,completed primary segmented English segment views paired by trial_id and segment_index,0,0,exploratory_descriptive_topic_subgroup,distinct_from_adjusted_single_vs_multi_topic_mixed_model_contrasts
