source_type,source_id,payload_name,cover_prompt_name,prompt_family,prompt_length_characters,prompt_length_tokens,alphabet_size,baseline_mode,character_count,token_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64
rankcloak,rankcloak_0,sha256_public_test_string,recipe_blog,recipe,136,24,8.0,,752,171,4,0.1981382978723404,0.013297872340425532,0.0026595744680851063,0.7779255319148937,0.631578947368421,0.368421052631579,-3.2730965273323966,-3.088403194030594,3.8947368421052633,7.0,1.0,1.0
rankcloak,rankcloak_1,sha256_public_test_string,recipe_long_specific,recipe,836,160,8.0,,781,171,3,0.17285531370038412,0.029449423815621,0.0012804097311139564,0.795134443021767,0.783625730994152,0.216374269005848,-3.4296859897079908,-3.239819767757396,3.8947368421052633,7.0,1.0,1.0
rankcloak,rankcloak_2,sha256_public_test_string,biology_long_specific,biology,808,137,8.0,,831,171,19,0.1371841155234657,0.05896510228640193,0.0012033694344163659,0.8014440433212996,0.7134502923976608,0.2865497076023392,-3.3387683251393745,-3.3246919838476607,3.8947368421052633,7.0,1.0,1.0
rankcloak,rankcloak_3,sha256_public_test_string,car_buying_long_specific,car_buying,642,111,8.0,,715,171,5,0.2013986013986014,0.039160839160839164,0.0,0.7594405594405594,0.6491228070175439,0.3508771929824561,-3.2328670670530477,-3.1494879988504785,3.8947368421052633,7.0,1.0,1.0
rankcloak,rankcloak_4,sha256_public_test_string,forum_reply,forum,126,24,8.0,,908,171,13,0.15308370044052863,0.034140969162995596,0.0,0.8127753303964758,0.7192982456140351,0.2807017543859649,-3.313204318449406,-3.093270179466103,3.8947368421052633,7.0,1.0,1.0
rankcloak,rankcloak_5,sha256_public_test_string,recipe_blog,recipe,136,24,16.0,,506,128,1,0.21739130434782608,0.03359683794466403,0.015810276679841896,0.733201581027668,0.6796875,0.3203125,-3.8395170292370295,-3.576146273968627,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_6,sha256_public_test_string,recipe_long_specific,recipe,836,160,16.0,,630,128,5,0.1523809523809524,0.03015873015873016,0.0,0.8126984126984127,0.859375,0.140625,-4.213382904721614,-3.8570408598441013,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_7,sha256_public_test_string,biology_long_specific,biology,808,137,16.0,,593,128,1,0.16188870151770657,0.04384485666104553,0.0,0.7942664418212478,0.7578125,0.2421875,-3.842468616169433,-3.5250139550807162,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_8,sha256_public_test_string,car_buying_long_specific,car_buying,642,111,16.0,,522,128,4,0.19348659003831417,0.0421455938697318,0.017241379310344827,0.7471264367816092,0.75,0.25,-3.697250831811373,-3.465683460322481,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_9,sha256_public_test_string,forum_reply,forum,126,24,16.0,,622,128,8,0.18006430868167203,0.022508038585209004,0.003215434083601286,0.792604501607717,0.8203125,0.1796875,-3.7309102690503106,-3.4876503927312257,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_10,sha256_public_test_string,recipe_blog,recipe,136,24,32.0,,465,103,2,0.17634408602150536,0.04086021505376344,0.002150537634408602,0.7763440860215054,0.8349514563106796,0.16504854368932043,-4.909045333703019,-4.727356214153453,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_11,sha256_public_test_string,recipe_long_specific,recipe,836,160,32.0,,337,103,3,0.17804154302670624,0.026706231454005934,0.0,0.7922848664688428,0.8737864077669902,0.12621359223300976,-4.962647995621179,-4.779561520283307,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
