trial_id,protocol_variant,payload_name,payload_class,payload_kind,representation_name,segment_size,segment_count,message_count,topic_schedule_name,leadin_policy,leadin_token_count,tail_policy,actual_tail_token_count_mean,token_filter_name,total_forced_rank_count,total_forced_prefix_token_count,total_full_message_token_count,total_full_message_character_count,exact_recovery,generation_seconds,recovery_seconds,forced_prefix_mean_log_probability_mean,forced_prefix_repetition_mean,forced_prefix_punctuation_fraction_mean,forced_prefix_artifact_count_mean,full_message_mean_log_probability_mean,full_message_repetition_mean,full_message_punctuation_fraction_mean,full_message_artifact_count_mean,model_repo_id,model_filename,model_path_relative,notes
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_000,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,31.75,safe_text_filter_v1,64,64,318,1433,False,7.765769703000842,1.2889940139975806,-4.523686984943472,0.0,0.0594774413388543,0.375,-1.439893029591507,0.1726601738656089,0.0386412014479881,0.375,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_grocery_plant__ca6f7532aa,segmented_hex_multi_topic_sentence_tail_filtered,paper_sha256_hex_000,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,36.25,safe_text_filter_v1,64,64,354,1510,True,8.390716021000117,1.1025267579971114,-4.948465120362887,0.0,0.0231722102410389,0.0,-1.3952716157921348,0.2265822923462188,0.0291893715953433,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__60d86c8fab,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_000,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,33.125,safe_text_filter_v1,64,64,393,1748,False,9.23938182100028,1.806569329008198,-5.822812199979194,0.0,0.0214808611547741,0.0,-1.4580335539959617,0.1952973609518867,0.0390763655277173,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_001__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__e6b7112bc5,segmented_hex_single_topic_sentence_tail_filtered,paper_sha256_hex_001,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,single_recipe_long,none,0,sentence_tail_min20_max60,31.875,safe_text_filter_v1,64,64,319,1430,True,7.803195217999018,1.2846938650036464,-5.266121322926793,0.0,0.038686602258334,0.0,-1.6329551948385927,0.1562232208341794,0.0287653698049048,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_sha256_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_grocery_plant__75519a03ec,segmented_hex_multi_topic_sentence_tail_filtered,paper_sha256_hex_001,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,30.5,safe_text_filter_v1,64,64,308,1290,True,7.375303640001221,1.100306896998518,-5.254459751595837,0.0,0.0628043046049006,0.25,-1.5756596960744065,0.1472667837978463,0.0513356266705321,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_sha256_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__d569e36c38,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_sha256_hex_001,sha256_hex,sha256_hex,raw_hex_nibbles,8,8,8,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,27.875,safe_text_filter_v1,64,64,351,1570,True,8.212190149995877,1.800954450001882,-6.226569417381043,0.015625,0.0089285714285714,0.0,-1.6197803838739415,0.1700776592518938,0.0310389533247035,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__sa__a218b58ef8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,28.5,safe_text_filter_v1,32,32,146,670,True,3.592392472004576,0.6388784499977191,-4.731090577916492,0.0,0.0311636649763944,0.0,-1.5676096629976182,0.1139148841354723,0.0292383562424844,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__50923d35f3,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,37.75,safe_text_filter_v1,32,32,183,818,True,4.377244147002784,0.5493325010029366,-4.464601051331198,0.0,0.0475044563279857,0.0,-1.2685124777610952,0.1570294784580499,0.0413534163755315,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_leadin8_sentence_tail_filtered__paper_random_128_bit_hex_000__raw_hex_nibbles__seg8__mixed_recipe_forum_bl__f2724216c3,segmented_hex_multi_topic_leadin8_sentence_tail_filtered,paper_random_128_bit_hex_000,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,greedy_leadin8,8,sentence_tail_min20_max60,23.5,safe_text_filter_v1,32,32,158,700,True,3.727867376001086,0.9007480110049072,-6.069591759292844,0.03125,0.0345982142857142,0.0,-1.6789239906510227,0.1339134656528751,0.030387630821214,0.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_single_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__single_recipe_long__none__sa__3ba19908a8,segmented_hex_single_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,single_recipe_long,none,0,sentence_tail_min20_max60,39.0,safe_text_filter_v1,32,32,188,862,True,4.505202056996495,0.6419399890000932,-4.9081301481265225,0.03125,0.0763888888888889,0.25,-1.5246122413055945,0.1879650393881893,0.0391586624555405,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
segmented_hex_multi_topic_sentence_tail_filtered__paper_random_128_bit_hex_001__raw_hex_nibbles__seg8__mixed_recipe_forum_blog_groce__94c83184c7,segmented_hex_multi_topic_sentence_tail_filtered,paper_random_128_bit_hex_001,random_128_bit_hex,random_hex,raw_hex_nibbles,8,4,4,mixed_recipe_forum_blog_grocery_plant,none,0,sentence_tail_min20_max60,29.75,safe_text_filter_v1,32,32,151,718,True,3.5450555909992545,0.5505238739970082,-5.046730427410465,0.03125,0.0064102564102564,0.0,-1.6901286894196508,0.1255210529552323,0.0283342083097926,0.25,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,safe-text filtered segmented raw-hex-nibble protocol; exact-copy only
