status,comparison_name,metric_name,group_a,group_b,n_a,n_b,mean_a,mean_b,difference_b_minus_a,ratio_b_over_a,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,mean_token_log_probability,nonseg_ascii_b8,nonseg_ascii_b16,36,36,-3.4547563389442657,-3.9593881925872694,-0.5046318536430037,1.1460687250080315,-0.6034886223813232,-0.3991456082828817,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,mean_token_log_probability,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,24,24,-3.8896969591275385,-4.643503397635773,-0.7538064385082346,1.1937956726267216,-0.9151049799334289,-0.5952451717156769,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,generated_token_count,nonseg_ascii_b8,nonseg_ascii_b16,36,36,126.5,94.66666666666667,-31.83333333333333,0.7483530961791832,-51.25208333333333,-12.884722222222237,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,generated_token_count,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,24,24,92.0,46.0,-46.0,0.5,-61.34166666666667,-29.65833333333334,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,artifact_count_total,nonseg_ascii_b8,nonseg_ascii_b16,36,36,0.6111111111111112,0.4166666666666667,-0.19444444444444448,0.6818181818181818,-0.5277777777777777,0.1111111111111111,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,artifact_count_total,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,24,24,0.25,0.4583333333333333,0.20833333333333331,1.8333333333333333,-0.08437499999999998,0.5416666666666666,hex payloads only
ok,segmented_single_topic_vs_multi_topic,full_message_mean_log_probability_mean,segmented_single_topic,segmented_multi_topic,8,8,-1.5244453291604334,-1.4830899892565261,0.04135533990390727,0.9728718773229584,-0.0625029551223464,0.1407596056811754,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,24,24,-5.295664312240421,-1.49540059370681,3.8002637185336106,0.28238205927258925,3.556913126167431,4.060282495338918,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,full_message_artifact_count_mean,segmented_single_topic,segmented_multi_topic,8,8,0.19270833333333331,0.11979166666666666,-0.07291666666666666,0.6216216216216216,-0.198046875,0.0625,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,24,24,-5.295664312240421,-1.49540059370681,3.8002637185336106,0.28238205927258925,3.556913126167431,4.060282495338918,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,total_full_message_token_count,segmented_single_topic,segmented_multi_topic,8,8,230.5,226.625,-3.875,0.9831887201735358,-91.765625,81.125,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,24,24,-5.295664312240421,-1.49540059370681,3.8002637185336106,0.28238205927258925,3.556913126167431,4.060282495338918,paired structure is summarized as an independent bootstrap for this pilot
ok,legacy_unfiltered_vs_filtered_pilot,full_message_mean_log_probability_mean,unfiltered,safe_text_filter_v1,6,4,-1.3328877200606175,-1.381828746777508,-0.0489410267168906,1.0367180415726727,-0.2242872797133828,0.13029345289574848,imported from results/rankcloak_segmented_quality_controls
ok,legacy_unfiltered_vs_filtered_pilot,full_message_artifact_count_mean,unfiltered,safe_text_filter_v1,6,4,0.16666666666666666,0.0,-0.16666666666666666,0.0,-0.22916666666666666,-0.08333333333333333,imported from results/rankcloak_segmented_quality_controls
