status,metric_name,group_name,protocol_variant,payload_class,prompt_family,n,mean,standard_deviation,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,exact_recovery,protocol_variant,nonseg_ascii_b16,,,36,0.9166666666666666,0.2803059552906941,0.8055555555555556,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,nonseg_ascii_b8,,,36,0.9444444444444444,0.2323106841457232,0.8611111111111112,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,nonseg_hex_nibble_b16,,,24,0.9583333333333334,0.2041241452319315,0.875,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,ciphertext_like_base64,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,nonce_96_bit_hex,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,random_128_bit_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,random_256_bit_hex,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,uuid_v4_like,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,ciphertext_like_base64,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,nonce_96_bit_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,random_128_bit_hex,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,random_256_bit_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,sha256_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,uuid_v4_like,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,nonce_96_bit_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,random_128_bit_hex,,6,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,random_256_bit_hex,,6,0.8333333333333334,0.408248290463863,0.5,1.0,deterministic bootstrap over recorded trial rows
