status,split_name,detector_name,dataset_name,feature_set,auc,accuracy,precision,recall,f1,train_rows,test_rows,notes
ok,random_stratified,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,103,55,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,103,55,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,103,55,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,141,17,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,141,17,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,141,17,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,148,10,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,148,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,148,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,56,102,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,56,102,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,56,102,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,129,29,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,129,29,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,129,29,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.7078651685393258,1.0,0.6829268292682927,0.8115942028985507,165,89,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_full_message,numeric_cover_features,1.0,0.9887640449438202,1.0,0.9878048780487805,0.9938650306748467,165,89,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,165,89,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.9387755102040817,1.0,0.9318181818181818,0.9647058823529412,205,49,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_full_message,numeric_cover_features,1.0,0.9795918367346939,1.0,0.9772727272727273,0.9885057471264368,205,49,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,205,49,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.6,1.0,0.5,0.6666666666666666,244,10,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,244,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,244,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.5,1.0,0.46825396825396826,0.6378378378378378,120,134,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,120,134,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,120,134,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.7377049180327869,1.0,0.7142857142857143,0.8333333333333333,193,61,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,193,61,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,193,61,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,75,41,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,75,41,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,75,41,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,79,37,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,79,37,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,79,37,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,76,40,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,76,40,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,76,40,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_nonseg_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,79,37,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,79,37,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_nonseg_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,79,37,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9818181818181818,1.0,0.9791666666666666,0.9894736842105264,103,55,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,103,55,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,103,55,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9411764705882353,1.0,0.9166666666666666,0.9565217391304348,141,17,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,0.9411764705882353,1.0,0.9166666666666666,0.9565217391304348,141,17,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,141,17,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,148,10,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,148,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,148,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9901960784313726,1.0,0.9893617021276596,0.9946524064171123,56,102,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,56,102,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,56,102,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_segmented_full_only,mean_token_log_probability,1.0,0.9655172413793104,1.0,0.9583333333333334,0.9787234042553191,129,29,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,129,29,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_segmented_full_only,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,129,29,Lightweight sklearn feature detector; no text content features.
