source_type,source_id,payload_name,cover_prompt_name,prompt_family,prompt_length_characters,prompt_length_tokens,alphabet_size,baseline_mode,character_count,token_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,fraction_rank_le_16,fraction_rank_le_64
rankcloak,rankcloak_0,sha256_public_test_string,recipe_blog,recipe,136,24,16.0,,506,128,1,0.21739130434782608,0.03359683794466403,0.015810276679841896,0.733201581027668,0.6796875,0.3203125,-3.8395170292370295,-3.576146273968627,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_1,sha256_public_test_string,recipe_long_specific,recipe,836,160,16.0,,630,128,5,0.1523809523809524,0.03015873015873016,0.0,0.8126984126984127,0.859375,0.140625,-4.213382904721614,-3.8570408598441013,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_2,sha256_public_test_string,biology_long_specific,biology,808,137,16.0,,593,128,1,0.16188870151770657,0.04384485666104553,0.0,0.7942664418212478,0.7578125,0.2421875,-3.842468616169433,-3.5250139550807162,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_3,sha256_public_test_string,car_buying_long_specific,car_buying,642,111,16.0,,522,128,4,0.19348659003831417,0.0421455938697318,0.017241379310344827,0.7471264367816092,0.75,0.25,-3.697250831811373,-3.465683460322481,4.96875,8.0,1.0,1.0
rankcloak,rankcloak_4,sha256_public_test_string,recipe_blog,recipe,136,24,32.0,,465,103,2,0.17634408602150536,0.04086021505376344,0.002150537634408602,0.7763440860215054,0.8349514563106796,0.16504854368932043,-4.909045333703019,-4.727356214153453,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_5,sha256_public_test_string,recipe_long_specific,recipe,836,160,32.0,,337,103,3,0.17804154302670624,0.026706231454005934,0.0,0.7922848664688428,0.8737864077669902,0.12621359223300976,-4.962647995621179,-4.779561520283307,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_6,sha256_public_test_string,biology_long_specific,biology,808,137,32.0,,401,103,15,0.12967581047381546,0.14214463840399003,0.0,0.7281795511221946,0.7766990291262136,0.22330097087378642,-4.9826803861932465,-4.956995396289361,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_7,sha256_public_test_string,car_buying_long_specific,car_buying,642,111,32.0,,364,103,5,0.13736263736263737,0.1043956043956044,0.005494505494505495,0.7417582417582418,0.9029126213592233,0.09708737864077666,-5.3293138774115425,-5.121142452049838,14.019417475728156,26.89999999999999,0.5922330097087378,1.0
rankcloak,rankcloak_8,random_128_bit_hex,recipe_blog,recipe,136,24,16.0,,274,64,2,0.18248175182481752,0.025547445255474453,0.010948905109489052,0.781021897810219,0.859375,0.140625,-4.021715539322706,-3.4047429808967458,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_9,random_128_bit_hex,recipe_long_specific,recipe,836,160,16.0,,265,64,3,0.2037735849056604,0.03018867924528302,0.007547169811320755,0.7509433962264151,0.859375,0.140625,-3.831174171985217,-3.5415541613940222,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_10,random_128_bit_hex,biology_long_specific,biology,808,137,16.0,,312,64,3,0.16025641025641027,0.03205128205128205,0.019230769230769232,0.7884615384615384,0.921875,0.078125,-4.049942478370806,-3.5708700472617974,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_11,random_128_bit_hex,car_buying_long_specific,car_buying,642,111,16.0,,276,64,3,0.17753623188405798,0.04710144927536232,0.0,0.7717391304347826,0.890625,0.109375,-4.145632935770354,-3.7254084862137216,4.6875,7.0,1.0,1.0
rankcloak,rankcloak_12,random_128_bit_hex,recipe_blog,recipe,136,24,32.0,,214,52,1,0.1588785046728972,0.07009345794392523,0.0,0.7710280373831776,0.8461538461538461,0.15384615384615385,-5.623239684911349,-5.49517802376819,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_13,random_128_bit_hex,recipe_long_specific,recipe,836,160,32.0,,238,52,5,0.14705882352941177,0.08823529411764706,0.0,0.7647058823529411,0.9423076923076923,0.05769230769230771,-5.099351349851554,-5.240966370752316,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_14,random_128_bit_hex,biology_long_specific,biology,808,137,32.0,,254,52,1,0.14173228346456693,0.07086614173228346,0.003937007874015748,0.7834645669291339,1.0,0.0,-5.797141979668709,-5.5872019983065755,14.923076923076923,26.0,0.5192307692307693,1.0
rankcloak,rankcloak_15,random_128_bit_hex,car_buying_long_specific,car_buying,642,111,32.0,,256,52,5,0.171875,0.06640625,0.0,0.76171875,0.9423076923076923,0.05769230769230771,-5.2061306142314825,-5.248940538014212,14.923076923076923,26.0,0.5192307692307693,1.0
baseline,baseline_0,,recipe_blog,recipe,136,24,,greedy,350,83,1,0.17142857142857143,0.02857142857142857,0.0,0.8,0.7590361445783133,0.24096385542168675,-0.34497211852116283,-0.14201205284451746,1.0,1.0,1.0,1.0
baseline,baseline_1,,recipe_long_specific,recipe,836,160,,greedy,366,83,1,0.18579234972677597,0.0273224043715847,0.0,0.7868852459016393,0.6867469879518072,0.3132530120481928,-0.5460682833508271,-0.3621822953333158,1.0,1.0,1.0,1.0
baseline,baseline_2,,biology_long_specific,biology,808,137,,greedy,412,83,1,0.17718446601941748,0.019417475728155338,0.0,0.8033980582524272,0.6746987951807228,0.32530120481927716,-0.3655316312306655,-0.18889943799544184,1.0,1.0,1.0,1.0
baseline,baseline_3,,car_buying_long_specific,car_buying,642,111,,greedy,356,83,1,0.18820224719101122,0.042134831460674156,0.0,0.7696629213483146,0.6144578313253012,0.3855421686746988,-0.4070108254576439,-0.3025147706680791,1.0,1.0,1.0,1.0
