preprocess_schema_version,input_run_identity_sha256,trial_id,work_id,transform_work_id,transformation_model_id,transformation_record_sha256,runtime_scope,record_type,evidence_status,study_phase,model_id,payload_name,payload_class,protocol_variant,hardware_id,hardware_hash,session_index,model_load_seconds,representation_seconds,filter_setup_seconds,generation_seconds,encoding_seconds,recovery_seconds,decoding_seconds,execution_seconds,generation_tokens_per_second,encoding_tokens_per_second,decoding_tokens_per_second,representation_bits_per_second,payload_bits_per_second,serialized_bits_per_second,cover_tokens_per_payload_byte,process_peak_rss_start_mib,process_peak_rss_end_mib,peak_ram_mib,peak_gpu_memory_mib,peak_ram_availability,peak_gpu_memory_availability
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,model_load::03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c::0,model_load::0,,,,model_load_session,model_load_event,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_model_load,llama3_8b_instruct_q4_k_m,not_applicable_model_load,not_applicable_model_load,not_applicable_model_load,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,2.533998615021119,,,,,,,,,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,memory_profile::03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c::0,memory_profile::0,,,,model_shard_memory_profile,memory_profile_event,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_memory_profile,llama3_8b_instruct_q4_k_m,not_applicable_memory_profile,not_applicable_memory_profile,not_applicable_memory_profile,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,,,,,,,,,,,,,,,,,,5040.92578125,5279,recorded_os_high_water_and_sampled_current_rss,total selected-device memory.used; includes any co-tenant processes; one-second polling is not a kernel-exact peak
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__39d3e0e738a7463ccf75,revision_v1_ablation_v2_payload_fidelity_v2__39d3e0e738a7463ccf75,,,,reference_no_execution,canonical_primary_reference,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,,,,,,,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__d71ef043cbfd45e38983,revision_v1_ablation_v2_payload_fidelity_v2__d71ef043cbfd45e38983,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,3.817200195044279e-05,4.364992491900921e-06,20.03367660799995,20.033719144994393,5.295127247052733,5.295176378072938,25.330353703000583,22.71175725270054,22.711709029508178,12.086471805740185,12.778456069349655,12.778456069349655,25.55691213869931,7.109375,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__1f68124ed119fa431f3c,revision_v1_ablation_v2_payload_fidelity_v2__1f68124ed119fa431f3c,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.0001075990148819983,3.0555540199857205,21.91852156497771,24.97418318397831,5.267563276982401,5.267610965995118,30.24337485799333,23.131122165196803,20.300964250364583,12.149720321631534,10.250585499197895,10.250585499197895,20.50117099839579,7.921875,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__3900e51c76cf1b6d82c5,revision_v1_ablation_v2_payload_fidelity_v2__3900e51c76cf1b6d82c5,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,6.40600046608597e-05,0.06761699999333359,14.2167194589274,14.284400518925395,5.619867690023966,5.619902906997595,19.905515996011673,18.92138343006278,18.831731835270375,11.388097100451809,17.921648140629053,17.921648140629053,35.843296281258105,4.203125,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__4edd36c86a305e17ce05,revision_v1_ablation_v2_payload_fidelity_v2__4edd36c86a305e17ce05,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,6.83810212649405e-05,0.00019495599553920329,14.387527547049103,14.387790884065907,5.899685912998393,5.899719932989683,20.288829808996525,19.80882393225748,19.80846137509754,10.847972569363645,17.792863550964807,17.792863550964807,35.58572710192961,4.453125,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.00012802498531527817,0.00042598400614224374,13.537980967084877,13.538534976076335,6.555437967006583,6.555472542007919,20.095579935004935,19.57455846956049,19.573757461075072,9.76283549200818,18.908988339755542,18.908988339755542,37.817976679511084,4.140625,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__52bd831040773e3ac41e,revision_v1_ablation_v2_payload_fidelity_v2__52bd831040773e3ac41e,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.00010623500565998256,0.00037452898686751723,24.78062246396439,24.78110322795692,7.931962497968925,7.931996848958079,32.714541725988965,23.48609284719686,23.48563720695913,8.068586160420226,10.330452104779273,10.330452104779273,20.660904209558545,9.09375,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,revision_v1_ablation_v2_payload_fidelity_v2__76b1f237f9bf32fbf897,revision_v1_ablation_v2_payload_fidelity_v2__76b1f237f9bf32fbf897,,,,trial,rankcloak_trial,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,ablation_v2_confirmatory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,4.5693013817071915e-05,0.00012021299335174263,19.710038133023772,19.71020403903094,10.500481630995637,10.50052235898329,30.211899937974522,22.983212764109656,22.98301930832127,6.094934881524959,12.98819634200937,12.98819634200937,25.97639268401874,7.078125,5040.92578125,5040.92578125,5040.92578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
