preprocess_schema_version,input_run_identity_sha256,evidence_status,evidence_family,study_phase,record_type,trial_id,work_id,source_trial_id,source_record_sha256,transform_work_id,transformation_model_id,transformation_record_sha256,model_id,source_model_id,payload_name,payload_class,payload_split,prompt_id,prompt_category,language,protocol_variant,representation_name,codec_id,alphabet_size_B,segmented,segment_count,segment_size_ranks,token_filter,tail_policy,leadin_tokens,topic_schedule,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,mitigation_id,protocol_contract_revision,result_schema_revision,exact_rank_replay,exact_payload_recovery,recovery_outcome_semantics,exact_recovery,H_bits,artifact_bit_length,serialized_payload_bits,effective_representation_bits_per_full_token,effective_artifact_bits_per_full_token,effective_serialized_bits_per_full_token,effective_payload_rate,forced_token_count,tail_token_count,full_token_count,mean_log_probability,unavailable_fields
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,canonical_primary_reference,revision_v1_ablation_v2_payload_fidelity_v2__39d3e0e738a7463ccf75,revision_v1_ablation_v2_payload_fidelity_v2__39d3e0e738a7463ccf75,revision_v1_primary_v2_payload_fidelity_v2__2e09cc168ed70993ea50,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,canonical,canonical,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.504930966469428,0.504930966469428,1.009861932938856,0.504930966469428,64,443,507,-4.942797395461099,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__d71ef043cbfd45e38983,revision_v1_ablation_v2_payload_fidelity_v2__d71ef043cbfd45e38983,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,none,dynamic_completion_v1,0,deterministic_six_category_rotation,token_filter,none,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.5626373626373626,0.5626373626373626,1.1252747252747253,0.5626373626373626,64,391,455,-4.892450590743378,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__1f68124ed119fa431f3c,revision_v1_ablation_v2_payload_fidelity_v2__1f68124ed119fa431f3c,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,roundtrip_stable_filter_v1,dynamic_completion_v1,0,deterministic_six_category_rotation,token_filter,roundtrip_stable_filter_v1,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.504930966469428,0.504930966469428,1.009861932938856,0.504930966469428,64,443,507,-4.942797395461099,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__3900e51c76cf1b6d82c5,revision_v1_ablation_v2_payload_fidelity_v2__3900e51c76cf1b6d82c5,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,2,deterministic_six_category_rotation,leadin_tokens,2,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9516728624535316,0.9516728624535316,1.903345724907063,0.9516728624535316,64,189,269,-5.305295064869204,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__4edd36c86a305e17ce05,revision_v1_ablation_v2_payload_fidelity_v2__4edd36c86a305e17ce05,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,4,deterministic_six_category_rotation,leadin_tokens,4,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.8982456140350877,0.8982456140350877,1.7964912280701755,0.8982456140350877,64,189,285,-6.038978857049143,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,leadin_tokens,8,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9660377358490566,0.9660377358490566,1.9320754716981132,0.9660377358490566,64,137,265,-5.755863754376471,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__52bd831040773e3ac41e,revision_v1_ablation_v2_payload_fidelity_v2__52bd831040773e3ac41e,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,16,deterministic_six_category_rotation,leadin_tokens,16,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.43986254295532645,0.43986254295532645,0.8797250859106529,0.43986254295532645,64,390,582,-6.578571984173458,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__76b1f237f9bf32fbf897,revision_v1_ablation_v2_payload_fidelity_v2__76b1f237f9bf32fbf897,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,32,deterministic_six_category_rotation,leadin_tokens,32,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.565121412803532,0.565121412803532,1.130242825607064,0.565121412803532,64,133,453,-7.0875466533686815,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__1d276d19ea45c14c1821,revision_v1_ablation_v2_payload_fidelity_v2__1d276d19ea45c14c1821,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,none,0,deterministic_six_category_rotation,tail_policy,none,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,4.0,4.0,8.0,4.0,64,0,64,-4.942797395461099,
2.0,03410644d277c98c9852f0c814d2ebb2eb218bc3a26be19460ac4e7c643ef89c,confirmatory_ablation_v2_payload_fidelity_after_manifest_freeze,confirmatory,ablation_v2_confirmatory,rankcloak_trial,revision_v1_ablation_v2_payload_fidelity_v2__943b55f0c45075a39b1f,revision_v1_ablation_v2_payload_fidelity_v2__943b55f0c45075a39b1f,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,sentence_tail_min20_max60,0,deterministic_six_category_rotation,tail_policy,sentence_tail_min20_max60,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.7950310559006211,0.7950310559006211,1.5900621118012421,0.7950310559006211,64,258,322,-4.942797395461099,
