source_type,model_id,protocol_variant,view,n_payload_trial_views,n_payloads,mean_source_mean_log_probability,mean_flesch_reading_ease_heuristic,mean_flesch_kincaid_grade_heuristic,mean_coleman_liau_index,mean_unique_word_fraction,mean_repeated_bigram_fraction,mean_surface_flag_total,mean_tfidf_prompt_similarity,human_rating_substitute,evidence_status,confirmatory_pooling_eligible
ordinary_control,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forced_span,8,8,-0.8592991522514012,59.403603065167744,7.795702933877315,10.769059782564531,0.9023375228719971,0.0072061928219563625,1.625,0.06339366589991208,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
ordinary_control,llama3_8b_instruct_q4_k_m,ordinary_llm_control,full_message,12,12,-0.628354360661653,70.11924045896623,6.4536317311664275,8.45862613852025,0.6437761358530351,0.09085572242140844,2.5833333333333335,0.09345540844738513,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
ordinary_control,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forced_span,7,7,-0.5409273670165266,55.37813940121505,9.153954945614611,10.342916115537122,0.8942671614100186,0.010465116279069773,0.8571428571428571,0.053971364461179415,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
ordinary_control,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,full_message,11,11,-0.5489115627125177,64.1582432009191,7.372593605317007,9.049751831218856,0.7094796571739357,0.06002712275693511,1.0,0.07202750686370261,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
ordinary_control,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forced_span,8,8,-0.7009631928170651,56.8221550352116,8.73930983748428,9.677808962317075,0.8363760363950526,0.023022328548644336,0.875,0.0893744983879638,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
ordinary_control,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,full_message,12,12,-0.6651060239134177,52.60825593873937,9.325410645072166,10.549610487260843,0.6842215241338861,0.04671271231171955,1.5,0.09357468075614599,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,forced_span,1,1,-7.417742680973514,68.51500000000004,4.945,2.9759999999999955,0.875,0.0,9.0,0.0,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,full_message,1,1,-7.417742680973514,68.51500000000004,4.945,2.9759999999999955,0.875,0.0,9.0,0.0,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forced_span,1,1,-3.9873135176982872,72.5461320754717,6.902506738544474,9.204528301886786,0.8301886792452831,0.0095238095238094,4.0,0.0505801223141598,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,full_message,1,1,-3.9873135176982872,72.5461320754717,6.902506738544474,9.204528301886786,0.8301886792452831,0.0095238095238094,4.0,0.0505801223141598,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,forced_span,1,1,-3.477524657934912,34.89131782945739,11.953488372093023,16.184186046511627,0.872093023255814,0.0,1.0,0.0697879267127211,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,full_message,1,1,-3.477524657934912,34.89131782945739,11.953488372093023,16.184186046511627,0.872093023255814,0.0,1.0,0.0697879267127211,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,forced_span,1,1,-4.408034335083491,67.8246153846154,7.028717948717951,9.061538461538458,0.9230769230769232,0.0,1.0,0.0455157409246654,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,full_message,1,1,-4.408034335083491,67.8246153846154,7.028717948717951,9.061538461538458,0.9230769230769232,0.0,1.0,0.0455157409246654,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forced_span,7,7,-5.445936107884903,58.07707509157511,7.303502134587243,9.455841477671262,0.9347289333991462,0.0,3.2857142857142856,0.06731014518388721,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,full_message,7,7,-1.771527845281969,61.20786833027214,7.974185327724171,9.910761835054812,0.7553927686976841,0.03571752329779843,2.4285714285714284,0.18375215164173772,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,forced_span,1,1,-4.640531875542392,11.03545454545457,25.38363636363636,12.634181818181816,0.9272727272727272,0.0,3.0,0.0938791753362507,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,full_message,1,1,-1.9004606093313312,57.43818965517241,8.850057471264371,9.395862068965515,0.6839080459770115,0.0231213872832369,6.0,0.1149189752691027,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,forced_span,1,1,-6.115616872355105,84.15181818181821,4.254545454545454,10.374545454545457,0.9545454545454546,0.0,4.0,0.0,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,full_message,1,1,-6.115616872355105,84.15181818181821,4.254545454545454,10.374545454545457,0.9545454545454546,0.0,4.0,0.0,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,forced_span,1,1,-4.502629656289923,62.63079591836736,9.392775510204086,8.669795918367342,0.7755102040816326,0.0103092783505154,1.0,0.042853882100733,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
rankcloak,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,full_message,1,1,-4.502629656289923,62.63079591836736,9.392775510204086,8.669795918367342,0.7755102040816326,0.0103092783505154,1.0,0.042853882100733,False,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,False
