preprocess_schema_version,input_run_identity_sha256,trial_id,work_id,transform_work_id,transformation_model_id,transformation_record_sha256,runtime_scope,record_type,evidence_status,study_phase,model_id,payload_name,payload_class,protocol_variant,hardware_id,hardware_hash,session_index,model_load_seconds,representation_seconds,filter_setup_seconds,generation_seconds,encoding_seconds,recovery_seconds,decoding_seconds,execution_seconds,generation_tokens_per_second,encoding_tokens_per_second,decoding_tokens_per_second,representation_bits_per_second,payload_bits_per_second,serialized_bits_per_second,cover_tokens_per_payload_byte,process_peak_rss_start_mib,process_peak_rss_end_mib,peak_ram_mib,peak_gpu_memory_mib,peak_ram_availability,peak_gpu_memory_availability
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,model_load::8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205::0,model_load::0,,,,model_load_session,model_load_event,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_model_load,llama3_8b_instruct_q4_k_m,not_applicable_model_load,not_applicable_model_load,not_applicable_model_load,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,2.5524399850110058,,,,,,,,,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,memory_profile::8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205::0,memory_profile::0,,,,model_shard_memory_profile,memory_profile_event,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_memory_profile,llama3_8b_instruct_q4_k_m,not_applicable_memory_profile,not_applicable_memory_profile,not_applicable_memory_profile,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,,,,,,,,,,,,,,,,,,5044.69140625,5279,recorded_os_high_water_and_sampled_current_rss,total selected-device memory.used; includes any co-tenant processes; one-second polling is not a kernel-exact peak
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,,,,trial,rankcloak_trial,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,1.34443756499968,4.996996722184122e-06,3.098285764004686,4.442728326001088,1.800057258005836,3.69155106600374,15.972331946002669,19.365547457587343,13.505214723315339,16.2533306264005,,115.24449897229088,158.46118608689997,0.6818181818181818,5044.69140625,5044.69140625,5044.69140625,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__4a1fc097919070567cf8,revision_v1_smoke_v3_payload_fidelity_v2__4a1fc097919070567cf8,,,,ordinary_control_generation,ordinary_control,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,2.5440839999937452,,,,2.5440839999937452,23.58412693926282,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,,,,trial,rankcloak_trial,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_015,uuid_v4,nonseg_ascii_b8,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.0001503000094089657,4.048008122481406e-06,5.6848123489908176,5.684966697008349,2.5445122600067407,2.5446312580024824,13.783306969999103,16.887100946620016,16.886642458348778,37.72648775656373,50.65992737504634,22.51552327779837,50.65992737504634,2.6666666666666665,5044.69140625,5044.69140625,5044.69140625,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__a5cdc0507828879cd894,revision_v1_smoke_v3_payload_fidelity_v2__a5cdc0507828879cd894,,,,ordinary_control_generation,ordinary_control,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_015,uuid_v4,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,3.7099491620028857,,,,3.7099491620028857,25.876365364578902,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,,,,trial,rankcloak_trial,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.00010744600149337202,2.9550137696787715e-06,7.510334560996853,7.510444962012116,3.2541359440074302,3.254283677015337,17.76415772199107,17.04318215925263,17.042931630206322,39.33277264795645,68.17172652082529,51.12879489061896,68.17172652082529,2.0,5044.69140625,5044.69140625,5044.69140625,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__d309ed729f2401a90685,revision_v1_smoke_v3_payload_fidelity_v2__d309ed729f2401a90685,,,,ordinary_control_generation,ordinary_control,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,4.799459506000858,,,,4.799459506000858,26.669669749262205,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,,,,trial,rankcloak_trial,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,nonseg_hex_nibble_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,3.980100154876709e-05,2.77700019069016e-06,4.011028993001673,4.011071571003413,1.940429950991529,1.9404641519940924,10.386132690997329,15.956005332214087,15.95583595731993,32.98179970716349,63.82334382927972,63.82334382927972,127.64668765855944,1.0,5044.69140625,5044.69140625,5044.69140625,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,revision_v1_smoke_v3_payload_fidelity_v2__4b35f7465045be7c88e1,revision_v1_smoke_v3_payload_fidelity_v2__4b35f7465045be7c88e1,,,,ordinary_control_generation,ordinary_control,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,2.719731700999546,,,,2.719731700999546,23.531732919272496,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
