preprocess_schema_version,input_run_identity_sha256,evidence_status,evidence_family,study_phase,record_type,trial_id,work_id,source_trial_id,source_record_sha256,transform_work_id,transformation_model_id,transformation_record_sha256,model_id,source_model_id,payload_name,payload_class,payload_split,prompt_id,prompt_category,language,protocol_variant,representation_name,codec_id,alphabet_size_B,segmented,segment_count,segment_size_ranks,token_filter,tail_policy,leadin_tokens,topic_schedule,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,mitigation_id,protocol_contract_revision,result_schema_revision,exact_rank_replay,exact_payload_recovery,recovery_outcome_semantics,exact_recovery,H_bits,artifact_bit_length,serialized_payload_bits,effective_representation_bits_per_full_token,effective_artifact_bits_per_full_token,effective_serialized_bits_per_full_token,effective_payload_rate,forced_token_count,tail_token_count,full_token_count,mean_log_probability,unavailable_fields
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,train,casual_weekend_chat,casual_conversation,en,direct_subword_calgacus,direct_subword,direct_subword,,False,1,,none,none,0,,,,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,,512,704,,8.533333333333333,11.733333333333333,8.533333333333333,60,0,60,-7.4177426809735145,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,train,casual_weekend_chat,casual_conversation,en,direct_subword_calgacus,direct_subword,direct_subword,,False,1,,none,none,0,,,,,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,,512,704,,8.533333333333333,11.733333333333333,8.533333333333333,60,0,60,-7.4177426809735145,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,revision_v1_smoke_v3_payload_fidelity_v2__561e8276b841184fbf17,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_017,ed25519_signature_base64,train,casual_weekend_chat,casual_conversation,en,direct_subword_calgacus,direct_subword,direct_subword,,False,1,,none,none,0,,,,,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,,512,704,,8.533333333333333,11.733333333333333,8.533333333333333,60,0,60,-7.4177426809735145,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_015,uuid_v4,train,professional_project_update,professional_communication,en,nonseg_ascii_b8,ascii_b8,ascii_b8,8,False,1,,none,none,0,,,,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,288,128,288,3.0,1.3333333333333333,3.0,1.3333333333333333,96,0,96,-3.4775246579349113,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_015,uuid_v4,train,professional_project_update,professional_communication,en,nonseg_ascii_b8,ascii_b8,ascii_b8,8,False,1,,none,none,0,,,,,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,288,128,288,3.0,1.3333333333333333,3.0,1.3333333333333333,96,0,96,-3.4775246579349113,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,revision_v1_smoke_v3_payload_fidelity_v2__e72534365baa8895bae0,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_015,uuid_v4,train,professional_project_update,professional_communication,en,nonseg_ascii_b8,ascii_b8,ascii_b8,8,False,1,,none,none,0,,,,,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,288,128,288,3.0,1.3333333333333333,3.0,1.3333333333333333,96,0,96,-3.4775246579349113,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,train,forum_practical_answer,forum_question_answer,en,nonseg_ascii_b16,ascii_b16,ascii_b16,16,False,1,,none,none,0,,,,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,512,384,512,4.0,3.0,4.0,3.0,128,0,128,-3.9873135176982855,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,train,forum_practical_answer,forum_question_answer,en,nonseg_ascii_b16,ascii_b16,ascii_b16,16,False,1,,none,none,0,,,,,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,512,384,512,4.0,3.0,4.0,3.0,128,0,128,-3.9873135176982855,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,revision_v1_smoke_v3_payload_fidelity_v2__707a25bae4837ced0fac,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,train,forum_practical_answer,forum_question_answer,en,nonseg_ascii_b16,ascii_b16,ascii_b16,16,False,1,,none,none,0,,,,,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,512,384,512,4.0,3.0,4.0,3.0,128,0,128,-3.9873135176982855,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,nonseg_hex_nibble_b16,hex_nibble,hex_nibble,16,False,1,,none,none,0,,,,,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,4.0,4.0,8.0,4.0,64,0,64,-4.408034335083492,
2.0,8983e220c50ab516441dd1956b4ef9614e3e19d1f05751b7c7710309153e5205,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,exploratory,smoke_v3_exploratory,rankcloak_trial,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,revision_v1_smoke_v3_payload_fidelity_v2__d27018e769db5eeecd4b,,,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,nonseg_hex_nibble_b16,hex_nibble,hex_nibble,16,False,1,,none,none,0,,,,,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,4.0,4.0,8.0,4.0,64,0,64,-4.408034335083492,
