split_id,regime,held_out_column,held_out_value,detector_name,requested_kind,implementation_kind,implementation_status,train_rows,test_rows,train_payload_groups,purged_train_rows,decision_threshold,seed,notes,model_state_sha256,model_state_hash_algorithm,model_artifact_set_sha256,implementation_metadata_json,bootstrap_unit,bootstrap_resamples_requested,test_payload_groups,roc_auc,roc_auc_bootstrap_valid,roc_auc_ci_low_95,roc_auc_ci_high_95,pr_auc,pr_auc_bootstrap_valid,pr_auc_ci_low_95,pr_auc_ci_high_95,balanced_accuracy,balanced_accuracy_bootstrap_valid,balanced_accuracy_ci_low_95,balanced_accuracy_ci_high_95,f1,f1_bootstrap_valid,f1_ci_low_95,f1_ci_high_95,sensitivity,sensitivity_bootstrap_valid,sensitivity_ci_low_95,sensitivity_ci_high_95,specificity,specificity_bootstrap_valid,specificity_ci_low_95,specificity_ci_high_95
matched,matched,,,published_textcnn_equivalent,text_cnn,text_cnn,complete,11880,3960,360,0,0.5,3996075400,Prespecified detector completed without test-set tuning.,bfd7c7779e8406c6d272b1024921f6e934a6eebc5a63f41ede14401de7296dd1,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""bfd7c7779e8406c6d272b1024921f6e934a6eebc5a63f41ede14401de7296dd1"", ""phase_timings_seconds"": {""evaluation"": 0.05881999600023846, ""initialization_and_preprocessing"": 4.024738734000493, ""total"": 13.71487408900066, ""trained_state_hashing"": 0.13337020899962226, ""training"": 9.49793630899876}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,120,0.9901902867054382,2000,0.9877396959826755,0.992681690079778,0.9908610641184562,2000,0.9885351560196208,0.9931389050853998,0.9510101010101011,2000,0.9434562289562289,0.958465716887848,0.9508113590263692,2000,0.9430595745217718,0.9584678676989855,0.946969696969697,2000,0.9338580642535962,0.9592890833488488,0.955050505050505,2000,0.9462512202124604,0.9637695202786203
matched,matched,,,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,11880,3960,360,0,0.5,2544512008,Prespecified detector completed without test-set tuning.,19bd4d1fb250dd82d8cffa8c10b2448e5dcd52ffd8a43b15f8acfb1bbdb13c73,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""19bd4d1fb250dd82d8cffa8c10b2448e5dcd52ffd8a43b15f8acfb1bbdb13c73"", ""phase_timings_seconds"": {""evaluation"": 17.06669296399923, ""initialization_and_preprocessing"": 15.748689836000267, ""total"": 1460.1550648410011, ""trained_state_hashing"": 2.2762567800000397, ""training"": 1425.063413547001}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,120,0.9998339455157637,2000,0.9996956270916837,0.9999390431887746,0.999836834155809,2000,0.9997017408562695,0.9999393401722335,0.9919191919191919,2000,0.9876538231780166,0.995665034491254,0.9918575063613232,2000,0.987505750661122,0.9956462153467004,0.9843434343434343,2000,0.9758064516129032,0.9917368347506688,0.9994949494949495,2000,0.9984375,1.0
held_out_template:casual_hobby_chat,held_out_template,prompt_template_id,casual_hobby_chat,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,3108966237,Prespecified detector completed without test-set tuning.,437f910c65ec4800bb83bf1616fd3e75b5a8a2433c805fb59711f54a4e8dd823,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""437f910c65ec4800bb83bf1616fd3e75b5a8a2433c805fb59711f54a4e8dd823"", ""phase_timings_seconds"": {""evaluation"": 0.013277325999297318, ""initialization_and_preprocessing"": 3.960408606000783, ""total"": 14.560894779000591, ""trained_state_hashing"": 0.1299503749996802, ""training"": 10.457249746001253}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9816709710743802,2000,0.9729455759844965,0.9895192107846084,0.9823576193006758,2000,0.9732352524402066,0.9902236013408772,0.9170454545454545,2000,0.8988505747126436,0.9354875787912496,0.9203925845147218,2000,0.9035817914609791,0.9377296976882039,0.9590909090909091,2000,0.9369416996047432,0.9793103448275862,0.875,2000,0.8441802964477383,0.9065217391304348
held_out_template:casual_hobby_chat,held_out_template,prompt_template_id,casual_hobby_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,3085940687,Prespecified detector completed without test-set tuning.,b64e82a020d4ad48d910e3d2d6b468fe111a814f29e317ab3486a796e7ea7ade,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""b64e82a020d4ad48d910e3d2d6b468fe111a814f29e317ab3486a796e7ea7ade"", ""phase_timings_seconds"": {""evaluation"": 3.8452782219992514, ""initialization_and_preprocessing"": 11.62802030399871, ""total"": 1600.345371595, ""trained_state_hashing"": 2.243329819999417, ""training"": 1582.6287307849998}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9997159090909091,2000,0.9993292490342375,0.9999546485260771,0.999720587527577,2000,0.9993458523397873,0.999954894053709,0.9886363636363636,2000,0.980232238691541,0.9955555555555555,0.9885844748858448,2000,0.980101505312687,0.9955555555555555,0.9840909090909091,2000,0.9685393258426966,0.9957000686341798,0.9931818181818182,2000,0.9844400749063671,1.0
held_out_template:casual_neighborhood_chat,held_out_template,prompt_template_id,casual_neighborhood_chat,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,4048671338,Prespecified detector completed without test-set tuning.,a252d46d9d0177040a991222a830eb6ed6d02542333b087f16ce52290da57f14,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""a252d46d9d0177040a991222a830eb6ed6d02542333b087f16ce52290da57f14"", ""phase_timings_seconds"": {""evaluation"": 0.013501595998604898, ""initialization_and_preprocessing"": 1.3918614480007818, ""total"": 11.452084956001272, ""trained_state_hashing"": 0.13266512399968633, ""training"": 9.914047836999089}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.9706998966942149,2000,0.9580560438074636,0.9821997664280149,0.9640179800593833,2000,0.9459858465268649,0.980594206249059,0.8602272727272727,2000,0.8367816091954023,0.8865185667306111,0.8751269035532995,2000,0.8558132915581836,0.896842105263158,0.9795454545454545,2000,0.9651092512139025,0.9926829268292683,0.740909090909091,2000,0.6952166934189405,0.791491601343785
held_out_template:casual_neighborhood_chat,held_out_template,prompt_template_id,casual_neighborhood_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,4020980781,Prespecified detector completed without test-set tuning.,e460d06fe8d8c8d604c7f9933cef1389c2113eae6f67d0107f5cd97af20cf788,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""e460d06fe8d8c8d604c7f9933cef1389c2113eae6f67d0107f5cd97af20cf788"", ""phase_timings_seconds"": {""evaluation"": 3.9044019089997164, ""initialization_and_preprocessing"": 10.699292103001426, ""total"": 1600.9808708710025, ""trained_state_hashing"": 2.262946874998306, ""training"": 1584.114218233999}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9992303719008264,2000,0.9982625931069309,0.9998783031668182,0.9992550586689719,2000,0.9983302813718183,0.999878091250778,0.9761363636363636,2000,0.963330459770115,0.9873599137931034,0.9756662804171494,2000,0.9621480509540211,0.9872155136132603,0.9568181818181818,2000,0.9318668831168831,0.9790697674418605,0.9954545454545455,2000,0.9885057471264368,1.0
held_out_template:casual_weekend_chat,held_out_template,prompt_template_id,casual_weekend_chat,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,265756634,Prespecified detector completed without test-set tuning.,7102fd263164545e174287fb4c348c19419d1c26bfa592e1e09bed51b8772723,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""7102fd263164545e174287fb4c348c19419d1c26bfa592e1e09bed51b8772723"", ""phase_timings_seconds"": {""evaluation"": 0.014902915001584915, ""initialization_and_preprocessing"": 1.4573920340008044, ""total"": 11.534267694001755, ""trained_state_hashing"": 0.12436372899901471, ""training"": 9.937599026998214}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.957735020661157,2000,0.9416160930278108,0.9725303422007605,0.95696905919746,2000,0.938708806348718,0.9729149255384718,0.7943181818181818,2000,0.7639455602536999,0.8263752052545156,0.8267942583732057,2000,0.8055540873854827,0.8500011938872971,0.9818181818181818,2000,0.9698893473368342,0.9928571428571429,0.6068181818181818,2000,0.546338840807763,0.671268472906404
held_out_template:casual_weekend_chat,held_out_template,prompt_template_id,casual_weekend_chat,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,1249760787,Prespecified detector completed without test-set tuning.,e91646b87ce5fa71b9cdf26c3877b3f133c14cf6ce0570445e3e639e020b9dac,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""e91646b87ce5fa71b9cdf26c3877b3f133c14cf6ce0570445e3e639e020b9dac"", ""phase_timings_seconds"": {""evaluation"": 3.8405750229976547, ""initialization_and_preprocessing"": 10.692370193999523, ""total"": 1600.692777018001, ""trained_state_hashing"": 2.308148321000772, ""training"": 1583.851671081}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.999896694214876,2000,0.999696928433715,1.0,0.999896497111289,2000,0.9996967460134786,1.0,0.9897727272727272,2000,0.9824742268041238,0.9956521739130435,0.9896907216494846,2000,0.9822887314705496,0.9956427015250545,0.9818181818181818,2000,0.9674418604651163,0.9931818181818182,0.9977272727272727,2000,0.9929411764705882,1.0
held_out_template:explain_biological_process,held_out_template,prompt_template_id,explain_biological_process,published_textcnn_equivalent,text_cnn,text_cnn,complete,13200,880,400,1760,0.5,1198753280,Prespecified detector completed without test-set tuning.,3db368959182e8d0bef2ae1f26f27dac4957588116c1f22bab7310e6ed2e3c1f,rankcloak-torch-state-v1,,"{""architecture"": ""word_embedding_parallel_conv_relu_global_max_pool_dropout"", ""batch_size"": 64, ""device"": ""cuda:0"", ""dropout"": 0.5, ""embedding_dimension"": 300, ""epochs"": 10, ""filter_sizes"": [3, 5], ""filters_per_width"": 100, ""maximum_length"": 256, ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""c2ee57b993b1b51a00197b8cecfc150bef66cf4a70a911b28f442f90e2b61202"", ""model_state_sha256"": ""3db368959182e8d0bef2ae1f26f27dac4957588116c1f22bab7310e6ed2e3c1f"", ""phase_timings_seconds"": {""evaluation"": 0.011928861997148488, ""initialization_and_preprocessing"": 1.4589012260003074, ""total"": 11.675916707001306, ""trained_state_hashing"": 0.139239632000681, ""training"": 10.06583797300118}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""vocabulary_size"": 30000}",payload_group_id,2000,80,0.7204209710743802,2000,0.6880257206298955,0.7523582857272323,0.6693642318239709,2000,0.6408383594707558,0.6987252921671255,0.5659090909090909,2000,0.5463391768292684,0.5872129778134189,0.6958598726114649,2000,0.6858105556462807,0.706676990860065,0.9931818181818182,2000,0.9849428338097183,1.0,0.13863636363636364,2000,0.10102631578947369,0.18043478260869567
held_out_template:explain_biological_process,held_out_template,prompt_template_id,explain_biological_process,deberta_v3_base_classifier,pretrained_transformer,pretrained_transformer,complete,13200,880,400,1760,0.5,2627840652,Prespecified detector completed without test-set tuning.,3637248d41acb4c86504d32b26520654d6bb135337176e159f6b1ab33640c2e5,rankcloak-torch-state-v1,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,"{""artifact_verification"": {""artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""artifacts"": [{""path"": ""config.json"", ""sha256"": ""649f6a1ec33c6bdd9a6486d5c66019d461139e54957073eafe9bbc2d34c75b0b"", ""size_bytes"": 579}, {""path"": ""pytorch_model.bin"", ""sha256"": ""691d48a2800b926a19e3051def466fc2cca4f59a15e42ce4a0cf7f1b380b5e33"", ""size_bytes"": 371146213}, {""path"": ""spm.model"", ""sha256"": ""c679fbf93643d19aab7ee10c0b99e460bdbc02fedf34b92b05af343b4af586fd"", ""size_bytes"": 2464616}, {""path"": ""tokenizer_config.json"", ""sha256"": ""3f3978e0c036f2c2588cac34a6047cbb0af0b0dc1814254e291028529805496d"", ""size_bytes"": 52}], ""ignored_top_level_entries"": ["".cache""], ""model_directory"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_id"": ""microsoft/deberta-v3-base"", ""policy"": ""exact_regular_files_no_symlinks_cache_metadata_ignored"", ""schema_version"": ""rankcloak-model-artifact-pin-v1"", ""upstream_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""verification_status"": ""verified""}, ""batch_size"": 8, ""configured_model_name_or_path"": ""microsoft/deberta-v3-base"", ""device"": ""cuda:0"", ""downloads_enabled"": false, ""epochs"": 3, ""local_files_only"": true, ""maximum_length"": 256, ""model_artifact_set_sha256"": ""dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613"", ""model_name_or_path"": ""/home/meow/Documents/repos/llm-rankcloak/models/detectors/deberta_v3_base"", ""model_revision"": ""8ccc9b6f36199bec6961081d44eb72fb3f7353f3"", ""model_state_hash_algorithm"": ""rankcloak-torch-state-v1"", ""model_state_schema_hash_algorithm"": ""rankcloak-torch-state-schema-v1"", ""model_state_schema_sha256"": ""a4a703a81644ff2162ef60c3ad7d2b6ffed39f0236ee884f8b8874677ef6c12d"", ""model_state_sha256"": ""3637248d41acb4c86504d32b26520654d6bb135337176e159f6b1ab33640c2e5"", ""phase_timings_seconds"": {""evaluation"": 3.8904102879969287, ""initialization_and_preprocessing"": 11.018167744998209, ""total"": 1603.3091274639992, ""trained_state_hashing"": 2.190176362000784, ""training"": 1586.2103601920026}, ""test_tuning"": false, ""torch_version"": ""2.5.1+cu124"", ""transformers_version"": ""4.46.3"", ""upstream_model_id"": ""microsoft/deberta-v3-base"", ""use_fast_tokenizer"": false}",payload_group_id,2000,80,0.9997210743801653,2000,0.9991121680539041,1.0,0.9997262407303565,2000,0.9991376953952674,1.0,0.9897727272727272,2000,0.9813953488372094,0.9965527037617554,0.9896907216494846,2000,0.9811728201592178,0.9965407787637155,0.9818181818181818,2000,0.9655151128139634,0.9953488372093023,0.9977272727272727,2000,0.9926829268292683,1.0
