dimension,level,row_count,positive_count,negative_count,roc_auc,partial_auc_fpr_0_01,partial_auc_unavailable_reason,tpr_at_main_threshold_fpr_0_01,tpr_at_main_threshold_fpr_0_01_ci_low_95,tpr_at_main_threshold_fpr_0_01_ci_high_95,fpr_at_main_threshold_fpr_0_01,fpr_at_main_threshold_fpr_0_01_ci_low_95,fpr_at_main_threshold_fpr_0_01_ci_high_95,low_fpr_0_01_unavailable_reason,tpr_at_main_threshold_fpr_0_001,fpr_at_main_threshold_fpr_0_001,low_fpr_0_001_unavailable_reason
codec_id,direct_subword_calgacus,594,297,297,1.0,1.0,,0.9966329966329966,0.9811775390420674,0.9994053937638272,0.0,0.0,0.012769047310675656,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_ascii_b16,594,297,297,1.0,1.0,,1.0,0.9872309526893243,0.9999999999999999,0.0,0.0,0.012769047310675656,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_ascii_b8,594,297,297,1.0,1.0,,1.0,0.9872309526893243,0.9999999999999999,0.0,0.0,0.012769047310675656,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_hex_nibble_b16,240,120,120,1.0,1.0,,0.9916666666666667,0.9543037087549505,0.998527444266658,0.0,0.0,0.031019166418703486,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,segmented_hex_multi_topic,480,240,240,0.998125,0.9916666666666667,,0.9791666666666666,0.9521666228373029,0.9910692038853699,0.0,0.0,0.015753919941558815,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,segmented_hex_single_topic,480,240,240,0.9976736111111111,0.9729166666666665,,0.975,0.9465407405415174,0.9884930355140018,0.004166666666666667,0.0007358980250827037,0.02322007258362979,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,aes256_gcm_base64,270,135,135,1.0,1.0,,1.0,0.9723320479824751,1.0,0.0,0.0,0.02766795201752491,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,chacha20_poly1305_base64,270,135,135,1.0,1.0,,1.0,0.9723320479824751,1.0,0.0,0.0,0.02766795201752491,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,ed25519_signature_base64,252,126,126,1.0,1.0,,1.0,0.9704142355178014,0.9999999999999998,0.0,0.0,0.029585764482198452,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,hmac_sha256_hex,432,216,216,1.0,1.0,,1.0,0.9825262312154358,1.0,0.004629629629629629,0.0008177113226299475,0.025753522565780992,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,nonce_96_bit_hex,480,240,240,0.9960763888888889,0.9798611111111111,,0.9666666666666667,0.9356151389791189,0.9830145357420931,0.0,0.0,0.015753919941558815,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,sha256_hex,480,240,240,0.9996701388888889,0.9958333333333332,,0.9958333333333333,0.9767799274163702,0.9992641019749173,0.0,0.0,0.015753919941558815,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,token_128_bit_hex,528,264,264,1.0,1.0,,0.9886363636363636,0.9671284489362861,0.9961279533248646,0.0,0.0,0.01434228605835731,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,uuid_v4,270,135,135,1.0,1.0,,0.9925925925925926,0.9592359169993797,0.9986912117537255,0.0,0.0,0.02766795201752491,,,,main threshold unavailable or subgroup negative count below 1000
