dimension,level,row_count,positive_count,negative_count,group_count,available,roc_auc,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,fpr_at_threshold_0_01,false_positives_at_fpr_0_01,fpr_0_001_available,low_fpr_warning
quantization,Q4_K_M,384,192,192,96,True,0.9966362847222222,0.9928371853298611,0.9993767632378472,0.8798828125,0.78125,0.9816623263888888,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
quantization,Q8_0,384,192,192,96,True,0.9962022569444444,0.9918077256944444,0.9991861979166666,0.8030598958333333,0.7083333333333334,0.9479166666666666,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,0.9966362847222222,0.992864990234375,0.9994574652777778,0.8798828125,0.7760416666666666,0.984157986111111,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
model_id,qwen2_5_7b_instruct_q8_0,384,192,192,96,True,0.9962022569444444,0.9918050130208333,0.9991048177083334,0.8030598958333333,0.7083333333333334,0.9477050781249999,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
codec_id,nonseg_ascii_b16,384,192,192,96,True,0.9982096354166666,0.9960123697916666,0.9996744791666666,0.8951822916666667,0.8489583333333335,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
codec_id,nonseg_ascii_b8,384,192,192,96,True,0.9943033854166666,0.9881171332465278,0.9986172146267361,0.7572699652777778,0.6872775607638889,0.9583333333333333,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
payload_class,aes256_gcm_base64,96,48,48,12,True,0.9995659722222222,0.9982530381944444,1.0,0.9791666666666667,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,chacha20_poly1305_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,ed25519_signature_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,hmac_sha256_hex,96,48,48,12,True,0.9965277777777778,0.9904405381944444,1.0,0.9166666666666666,0.8541666666666666,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,nonce_96_bit_hex,96,48,48,12,True,0.9852430555555556,0.9570203993055556,1.0,0.5,0.39583333333333326,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,sha256_hex,96,48,48,12,True,0.9913194444444444,0.9752604166666666,1.0,0.8333333333333333,0.7083333333333334,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,token_128_bit_hex,96,48,48,12,True,0.9956597222222222,0.98828125,1.0,0.9166666666666666,0.8333333333333333,1.0,,,,,False,test negatives do not support the requested empirical resolution
payload_class,uuid_v4,96,48,48,12,True,0.9991319444444444,0.9934895833333334,1.0,0.9791666666666667,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
representation_name,ascii_b16,384,192,192,96,True,0.9982096354166666,0.9961480034722222,0.9997287326388888,0.8951822916666667,0.8541666666666666,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
representation_name,ascii_b8,384,192,192,96,True,0.9943033854166666,0.9884982638888888,0.99853515625,0.7572699652777778,0.6865749782986111,0.9583333333333333,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
