analysis_id,quantization,population,metric,mean,median,standard_deviation,ci_low_95,ci_high_95,observation_count,group_count,bootstrap_resamples,bootstrap_unit,representation_name,payload_class
quantization_overall,Q4_K_M,ordinary_control,mean_entropy_bits,1.5361003906295678,1.460284609073725,0.4631359930212284,1.4975645600382694,1.5754471435186728,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,mean_observed_rank,1.599356386496728,1.5,0.41161878736794894,1.5687474732865918,1.6309437779634481,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,mean_token_surprisal_nats,0.7188185145186916,0.6894114894204604,0.21924773933085215,0.7014733504564208,0.7372991984677489,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,mean_rank_pressure_log_probability_gap_nats,0.24803817759290928,0.2336582802077557,0.09568041452477283,0.24088079921266511,0.25506222631648223,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,tail_rank_frequency_gt_100,8.20464790448343e-05,0.0,0.0011471516569429043,1.6276041666666666e-05,0.00016885203460038987,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,word_count,101.221875,103.0,41.18882154740562,97.935390625,104.73692708333333,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,unique_word_fraction,0.7123135836450907,0.7113748010793607,0.08855901864934607,0.7057260271684039,0.7195632729774412,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,repeated_bigram_fraction,0.04611084221411308,0.037735849056603765,0.04146006275768435,0.04327528421927316,0.04892690906101613,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,ordinary_control,surface_flag_total,1.2260416666666667,1.0,0.9414280182735937,1.166640625,1.2885677083333331,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,saved_id_exact_payload_recovery,1.0,1.0,0.0,1.0,1.0,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,visible_text_exact_payload_recovery,0.7625,1.0,0.42577292777619336,0.734375,0.790625,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,mean_entropy_bits,2.9819268205563016,2.9309927103990185,0.5780997050349187,2.9357478320235617,3.026867225144269,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,mean_observed_rank,4.971477878364126,4.586988304093567,1.007441783855312,4.928140600867932,5.0166378659823465,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,mean_token_surprisal_nats,3.946943518414528,3.888219421384526,0.475857421476549,3.9246726716944726,3.9686687204714635,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,mean_rank_pressure_log_probability_gap_nats,3.1002993936451446,3.0337510640884555,0.5396257689829781,3.068773321290695,3.1307685300058847,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,tail_rank_frequency_gt_100,0.0,0.0,0.0,0.0,0.0,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,word_count,101.67604166666666,104.0,42.861153345040584,98.22575520833333,105.07416666666667,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,unique_word_fraction,0.781114583049784,0.7777777777777778,0.08704342582670942,0.7748056033516691,0.787649798831222,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,repeated_bigram_fraction,0.010413968521778977,0.0071428571428571175,0.013638179638820814,0.009583444367330407,0.01130718959641162,960,480,2000,payload_name,,
quantization_overall,Q4_K_M,rankcloak,surface_flag_total,2.525,2.0,2.2225970023438677,2.377083333333333,2.685416666666667,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,mean_entropy_bits,1.5280213126631819,1.4530648320000878,0.44481419994963756,1.4914138761631617,1.5643633748011374,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,mean_observed_rank,1.575395833872714,1.4883720930232558,0.34786554574252976,1.548596439239853,1.6032383386358118,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,mean_token_surprisal_nats,0.7185850489743516,0.6909069558500693,0.20964779538303732,0.7013403211432757,0.7351010548834809,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,mean_rank_pressure_log_probability_gap_nats,0.24922245099035656,0.23944586515426636,0.09115915329971205,0.2422114807575919,0.25604688720543134,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,tail_rank_frequency_gt_100,3.93099719785575e-05,0.0,0.0005569645383892226,8.138020833333333e-06,7.797033001340145e-05,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,word_count,100.825,102.0,40.586197358934655,97.40481770833334,104.08994791666667,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,unique_word_fraction,0.7105450306368807,0.7046536796536798,0.08491237438390743,0.703915890153794,0.7174820652325891,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,repeated_bigram_fraction,0.045926145989455255,0.038961038961038974,0.04119783457690598,0.04328181359132607,0.04884792621790655,960,480,2000,payload_name,,
quantization_overall,Q8_0,ordinary_control,surface_flag_total,1.2135416666666667,1.0,0.983293161489516,1.1541666666666666,1.2739583333333333,960,480,2000,payload_name,,
quantization_overall,Q8_0,rankcloak,saved_id_exact_payload_recovery,1.0,1.0,0.0,1.0,1.0,960,480,2000,payload_name,,
quantization_overall,Q8_0,rankcloak,visible_text_exact_payload_recovery,0.7895833333333333,1.0,0.40781703933732544,0.7635416666666667,0.8145833333333333,960,480,2000,payload_name,,
quantization_overall,Q8_0,rankcloak,mean_entropy_bits,2.899649692628345,2.8388821171754173,0.5610570232993549,2.8597950071433815,2.9447389281933267,960,480,2000,payload_name,,
quantization_overall,Q8_0,rankcloak,mean_observed_rank,4.971477878364126,4.586988304093567,1.007441783855312,4.92951747629212,5.011212414526781,960,480,2000,payload_name,,
quantization_overall,Q8_0,rankcloak,mean_token_surprisal_nats,3.9800791281771963,3.944494249628999,0.46787131337145516,3.9578845080356246,4.002590166343685,960,480,2000,payload_name,,
