analysis_id,gate_level,metric,mean,median,standard_deviation,ci_low_95,ci_high_95,observation_count,group_count,bootstrap_resamples,bootstrap_unit
paired_rankcloak_control_difference,moderate,generated_token_count_rankcloak_minus_control,0.0,0.0,0.0,0.0,0.0,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,mean_entropy_bits_rankcloak_minus_control,1.6491102531265132,1.214890260007975,1.4734315383590286,1.3165602156569713,2.0419464965608998,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,mean_observed_rank_rankcloak_minus_control,115.82660667277887,5.184690061271584,260.1844264463581,68.76760492496162,173.72579599868328,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,mean_token_surprisal_nats_rankcloak_minus_control,3.1378227544599255,2.634580621606525,1.4756789176584684,2.8178472152511516,3.519614167023354,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,mean_rank_pressure_log_probability_gap_nats_rankcloak_minus_control,2.7078417083913404,2.2668025041030626,1.2018765971489769,2.470255545682554,2.9762769792406747,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,word_count_rankcloak_minus_control,-4.658333333333333,-3.0,18.643716508950313,-8.166666666666666,-1.180061640587957,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,sentence_count_rankcloak_minus_control,-1.05,-1.0,2.761834733005756,-1.4065978736710445,-0.6823621553884721,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,character_count_rankcloak_minus_control,0.325,8.0,91.54942298419742,-18.242242547425473,16.326899976899963,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,flesch_reading_ease_heuristic_rankcloak_minus_control,-16.14740417962161,-12.374099567099535,27.961168653934333,-21.317389063877844,-11.408729953674381,117,16,2000,payload_name
paired_rankcloak_control_difference,moderate,flesch_kincaid_grade_heuristic_rankcloak_minus_control,3.542523889858264,3.228390109890114,5.500920329149846,2.580756063961478,4.686606210215477,117,16,2000,payload_name
paired_rankcloak_control_difference,moderate,coleman_liau_index_rankcloak_minus_control,2.7942732414207776,2.6135071770334974,5.30679607851348,1.9479090430640966,3.7765287324759025,117,16,2000,payload_name
paired_rankcloak_control_difference,moderate,unique_word_fraction_rankcloak_minus_control,0.09787277714403454,0.09115095430884912,0.08954435218865124,0.07957830114416305,0.11649968535024488,117,16,2000,payload_name
paired_rankcloak_control_difference,moderate,repeated_bigram_fraction_rankcloak_minus_control,-0.03141673981000449,-0.026119475871414555,0.048194946340595256,-0.04085215884629855,-0.02235149905883493,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,repeated_trigram_fraction_rankcloak_minus_control,-0.010357693829267307,0.0,0.027081901185640675,-0.015896082403785237,-0.005015203363056551,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,maximum_identical_word_run_rankcloak_minus_control,0.008333333333333333,0.0,0.3994919743061355,-0.03508771929824561,0.05694613821138192,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,surface_flag_total_rankcloak_minus_control,0.7666666666666667,1.0,6.687167358673862,-0.6403677462887989,1.7886392811296532,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,artifact_like_fragment_count_rankcloak_minus_control,0.05,0.0,0.25437350953458415,0.015503875968992248,0.09649122807017543,120,16,2000,payload_name
paired_rankcloak_control_difference,moderate,tfidf_prompt_similarity_rankcloak_minus_control,-0.04555648256831657,-0.039060827159392186,0.051390962656876135,-0.05664228833949148,-0.03593344746880846,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,generated_token_count_rankcloak_minus_control,0.0,0.0,0.0,0.0,0.0,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,mean_entropy_bits_rankcloak_minus_control,1.1361402360607349,0.6048115806744512,1.4696281226662147,0.8484540706943343,1.5020277696377506,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,mean_observed_rank_rankcloak_minus_control,98.9698742861132,2.798670662118652,233.59756326785705,56.481115202470875,149.10754473329166,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,mean_token_surprisal_nats_rankcloak_minus_control,1.876858325472384,1.2569568113790064,1.6688357303869374,1.5400832836276397,2.27689531119265,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,mean_rank_pressure_log_probability_gap_nats_rankcloak_minus_control,1.5816388473557106,1.0893737269243498,1.3471846985224922,1.3208759159820986,1.867069255347575,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,word_count_rankcloak_minus_control,-0.625,-2.5,44.167949614049824,-6.865277777777777,5.736962719298244,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,sentence_count_rankcloak_minus_control,-0.4166666666666667,0.0,4.50132255697198,-1.31625,0.3333333333333333,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,character_count_rankcloak_minus_control,34.958333333333336,9.0,232.7264920417081,3.110569105691057,72.27995495495495,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,flesch_reading_ease_heuristic_rankcloak_minus_control,-7.439661859343543,-5.0054309066616725,23.168537187313984,-12.658632963028218,-2.5512836002592665,116,16,2000,payload_name
paired_rankcloak_control_difference,strict,flesch_kincaid_grade_heuristic_rankcloak_minus_control,1.4532229477617755,0.7850552785633216,4.944434827857167,0.46633682267880555,2.5760548465482604,116,16,2000,payload_name
paired_rankcloak_control_difference,strict,coleman_liau_index_rankcloak_minus_control,1.3629518260457663,1.0619466344864126,3.9376327409950305,0.6261750809209168,2.1179807800655426,116,16,2000,payload_name
paired_rankcloak_control_difference,strict,unique_word_fraction_rankcloak_minus_control,0.0700012984640267,0.07037917904653979,0.09927031880647123,0.047053881613273445,0.09341955362422494,116,16,2000,payload_name
paired_rankcloak_control_difference,strict,repeated_bigram_fraction_rankcloak_minus_control,-0.029957903067328352,-0.02699910343669104,0.08334340834693593,-0.04656768050298718,-0.01360718252918706,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,repeated_trigram_fraction_rankcloak_minus_control,-0.009501995505554013,-0.0012293806411453612,0.07092259558184201,-0.022415301545804893,0.004589415119700595,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,maximum_identical_word_run_rankcloak_minus_control,0.0,0.0,0.36667939881128453,-0.05,0.043859649122807015,120,16,2000,payload_name
paired_rankcloak_control_difference,strict,surface_flag_total_rankcloak_minus_control,-0.425,0.0,15.47601152665341,-3.34147946084724,1.5396825396825398,120,16,2000,payload_name
