dimension,level,row_count,positive_count,negative_count,roc_auc,partial_auc_fpr_0_01,partial_auc_unavailable_reason,tpr_at_main_threshold_fpr_0_01,tpr_at_main_threshold_fpr_0_01_ci_low_95,tpr_at_main_threshold_fpr_0_01_ci_high_95,fpr_at_main_threshold_fpr_0_01,fpr_at_main_threshold_fpr_0_01_ci_low_95,fpr_at_main_threshold_fpr_0_01_ci_high_95,low_fpr_0_01_unavailable_reason,tpr_at_main_threshold_fpr_0_001,fpr_at_main_threshold_fpr_0_001,low_fpr_0_001_unavailable_reason
codec_id,direct_subword_calgacus,594,297,297,0.9930846058792187,0.7767574737271707,,0.8552188552188552,0.8106626612770296,0.8907034364248136,0.006734006734006734,0.0018486542140717255,0.02421643286346352,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_ascii_b16,594,297,297,0.9957714065458173,0.8887188382137877,,0.9292929292929293,0.8943312434180608,0.9532912917192378,0.010101010101010102,0.0034410872570539482,0.029272019703911085,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_ascii_b8,594,297,297,0.9937307984446032,0.7188382137877087,,0.8956228956228957,0.8556540845392764,0.9254882517637244,0.010101010101010102,0.0034410872570539482,0.029272019703911085,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,nonseg_hex_nibble_b16,240,120,120,0.9951388888888889,0.8,,0.8,0.7196332649371805,0.8617552352115975,0.008333333333333333,0.0014725557333420923,0.045696291245049675,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,segmented_hex_multi_topic,480,240,240,0.9698524305555556,0.36562500000000003,,0.7458333333333333,0.6871754052016925,0.7967455841603746,0.020833333333333332,0.008930796114630168,0.04783337716269703,,,,main threshold unavailable or subgroup negative count below 1000
codec_id,segmented_hex_single_topic,480,240,240,0.9695659722222222,0.539236111111111,,0.7041666666666667,0.6435730808997967,0.7583274017907337,0.020833333333333332,0.008930796114630168,0.04783337716269703,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,aes256_gcm_base64,270,135,135,0.9992866941015089,0.9816186556927297,,0.9777777777777777,0.9367032029591469,0.9924140873352181,0.0,0.0,0.02766795201752491,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,chacha20_poly1305_base64,270,135,135,0.9977503429355281,0.8814814814814815,,0.9629629629629629,0.9162293656092925,0.9840780862263326,0.014814814814814815,0.004072203419334865,0.05240558705693005,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,ed25519_signature_base64,252,126,126,1.0,1.0,,0.9920634920634921,0.9564132000148392,0.9985976349391875,0.0,0.0,0.029585764482198452,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,hmac_sha256_hex,432,216,216,0.9959919410150891,0.8830589849108368,,0.9027777777777778,0.8559501874990117,0.9355292765356448,0.009259259259259259,0.002542906334952362,0.0331257926573052,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,nonce_96_bit_hex,480,240,240,0.9638541666666667,0.4753472222222222,,0.55,0.4867646006783032,0.611660007327541,0.0125,0.004260067321970977,0.03610000462104887,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,sha256_hex,480,240,240,0.98359375,0.6111111111111112,,0.8625,0.8131895522590333,0.9003888557833366,0.03333333333333333,0.01698546425790705,0.06438486102088117,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,token_128_bit_hex,528,264,264,0.9819860537190083,0.38125573921028466,,0.7916666666666666,0.7386677228215096,0.8362992769777818,0.015151515151515152,0.0059074911073855735,0.038303210524960905,,,,main threshold unavailable or subgroup negative count below 1000
payload_class,uuid_v4,270,135,135,0.9919890260631001,0.8705075445816187,,0.8148148148148148,0.7409068999035056,0.8713021673447194,0.0,0.0,0.02766795201752491,,,,main threshold unavailable or subgroup negative count below 1000
