detector_name,regime,metric,evidence_status,higher_is_better,split_count,estimate_median_across_splits,estimate_min_across_splits,estimate_max_across_splits,test_rows_sum_across_splits,payload_groups_sum_across_splits,cross_split_interval
deberta_v3_base_classifier,held_out_template,balanced_accuracy,confirmatory_frozen_upstream,True,18,0.9892045454545455,0.9522727272727274,0.9954545454545454,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,brier_score,supplementary_exploratory_post_freeze,False,18,0.00873994949372866,0.0044640140342636705,0.038698062571665935,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,f1,confirmatory_frozen_upstream,True,18,0.9891506000046967,0.9540481400437636,0.9954648526077098,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,pr_auc,confirmatory_frozen_upstream,True,18,0.9997234141289667,0.9972660394370612,0.9999794323323736,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,precision,supplementary_exploratory_post_freeze,True,18,0.9976958403015582,0.919831223628692,1.0,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,recall,confirmatory_frozen_upstream,True,18,0.9840909090909092,0.9477272727272728,0.9977272727272728,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,roc_auc,confirmatory_frozen_upstream,True,18,0.9997184917355373,0.9962913223140496,0.9999793388429752,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,specificity,confirmatory_frozen_upstream,True,18,0.9977272727272728,0.9136363636363636,1.0,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,tpr_at_fpr_0.01,supplementary_exploratory_post_freeze,True,18,0.9943181818181819,0.9840909090909091,1.0,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,held_out_template,tpr_at_fpr_0.05,supplementary_exploratory_post_freeze,True,18,1.0,0.9886363636363636,1.0,15840,1440,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,balanced_accuracy,confirmatory_frozen_upstream,True,6,0.9729166666666667,0.9277777777777778,0.9986111111111112,3960,540,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,brier_score,supplementary_exploratory_post_freeze,False,6,0.023702111222599496,0.0007040167504623659,0.06044631031147933,3960,540,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,f1,confirmatory_frozen_upstream,True,6,0.9721839500904306,0.9221556886227544,0.9986091794158554,3960,540,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,pr_auc,confirmatory_frozen_upstream,True,6,0.999451863103977,0.9983405374492664,1.0,3960,540,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,precision,supplementary_exploratory_post_freeze,True,6,1.0,0.9970059880239521,1.0,3960,540,not_computed_heterogeneous_prespecified_splits
deberta_v3_base_classifier,leave_one_codec,recall,confirmatory_frozen_upstream,True,6,0.9472222222222222,0.8555555555555555,0.9972222222222222,3960,540,not_computed_heterogeneous_prespecified_splits
