status,comparison_name,metric_name,group_a,group_b,n_a,n_b,mean_a,mean_b,difference_b_minus_a,ratio_b_over_a,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,mean_token_log_probability,nonseg_ascii_b8,nonseg_ascii_b16,4,3,-3.342209999936207,-3.8889016548882505,-0.5466916549520433,1.1635719045070412,-0.6392826824325212,-0.4541223397492522,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,mean_token_log_probability,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,3,3,-3.8889016548882505,-4.518230865979171,-0.6293292110909205,1.1618269801962902,-0.7113237789786773,-0.5461367825949246,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,generated_token_count,nonseg_ascii_b8,nonseg_ascii_b16,4,3,171.0,128.0,-43.0,0.7485380116959064,-43.0,-43.0,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,generated_token_count,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,3,3,128.0,64.0,-64.0,0.5,-64.0,-64.0,hex payloads only
ok,nonseg_ascii_b8_vs_nonseg_ascii_b16,artifact_count_total,nonseg_ascii_b8,nonseg_ascii_b16,4,3,1.0,1.6666666666666667,0.6666666666666667,1.6666666666666667,-0.5854166666666665,2.0,positive difference means B=16 has a larger metric value
ok,nonseg_ascii_b16_vs_nonseg_hex_nibble_b16,artifact_count_total,nonseg_ascii_b16_hex_payloads,nonseg_hex_nibble_b16,3,3,1.6666666666666667,0.3333333333333333,-1.3333333333333335,0.19999999999999998,-2.0,-0.6666666666666666,hex payloads only
ok,segmented_single_topic_vs_multi_topic,full_message_mean_log_probability_mean,segmented_single_topic,segmented_multi_topic,1,1,-1.736669957586682,-1.577807724348455,0.158862233238227,0.9085247991167039,0.158862233238227,0.158862233238227,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,2,2,-4.969861509775791,-1.6572388409675685,3.3126226688082228,0.33345775082620616,3.192677889418049,3.432567448198397,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,full_message_artifact_count_mean,segmented_single_topic,segmented_multi_topic,1,1,0.25,0.125,-0.125,0.5,-0.125,-0.125,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,2,2,-4.969861509775791,-1.6572388409675685,3.3126226688082228,0.33345775082620616,3.192677889418049,3.432567448198397,paired structure is summarized as an independent bootstrap for this pilot
ok,segmented_single_topic_vs_multi_topic,total_full_message_token_count,segmented_single_topic,segmented_multi_topic,1,1,258.0,279.0,21.0,1.0813953488372092,21.0,21.0,segmented hex payloads only
ok,forced_prefix_vs_full_message,mean_log_probability,forced_prefix,full_message,2,2,-4.969861509775791,-1.6572388409675685,3.3126226688082228,0.33345775082620616,3.192677889418049,3.432567448198397,paired structure is summarized as an independent bootstrap for this pilot
ok,legacy_unfiltered_vs_filtered_pilot,full_message_mean_log_probability_mean,unfiltered,safe_text_filter_v1,6,4,-1.3328877200606175,-1.381828746777508,-0.0489410267168906,1.0367180415726727,-0.2242872797133828,0.13029345289574848,imported from results/rankcloak_segmented_quality_controls
ok,legacy_unfiltered_vs_filtered_pilot,full_message_artifact_count_mean,unfiltered,safe_text_filter_v1,6,4,0.16666666666666666,0.0,-0.16666666666666666,0.0,-0.22916666666666666,-0.08333333333333333,imported from results/rankcloak_segmented_quality_controls
