status,split_name,detector_name,dataset_name,feature_set,auc,accuracy,precision,recall,f1,train_rows,test_rows,notes
ok,random_stratified,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,45,25,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,45,25,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,45,25,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,60,10,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,60,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,60,10,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,64,6,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,64,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,29,41,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,29,41,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,29,41,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_forced_prefix,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,57,13,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,57,13,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_forced_prefix,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,57,13,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.84375,1.0,0.7916666666666666,0.8837209302325582,58,32,Dependency-free threshold baseline; higher score means lower token log probability.
ok,random_stratified,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,58,32,Lightweight sklearn feature detector; no text content features.
ok,random_stratified,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,58,32,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.9375,1.0,0.9,0.9473684210526316,74,16,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:grocery_planning,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,74,16,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:grocery_planning,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,74,16,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,1.0,1.0,1.0,1.0,84,6,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:plant_care,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,84,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:plant_care,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,84,6,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.6041666666666666,1.0,0.5365853658536586,0.6984126984126985,42,48,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,42,48,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,42,48,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,threshold_mean_token_log_probability,detector_full_message,mean_token_log_probability,1.0,0.9,1.0,0.8571428571428571,0.923076923076923,70,20,Dependency-free threshold baseline; higher score means lower token log probability.
ok,leave_one_prompt_family_out:recipe_forum_exchange,logistic_regression,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,70,20,Lightweight sklearn feature detector; no text content features.
ok,leave_one_prompt_family_out:recipe_forum_exchange,random_forest,detector_full_message,numeric_cover_features,1.0,1.0,1.0,1.0,1.0,70,20,Lightweight sklearn feature detector; no text content features.
