robustness_family,replay_mode,transformation_id,source_model_id,model_id,observed_outcome_rows,unavailable_rows,planned_rows,source_cover_units,success_outcome_rows,failure_outcome_rows,row_level_recovery_rate,unavailable_not_counted_as_failure,analysis_unit,confidence_level,interval_method,status,recovery_rate,ci_low,ci_high,source_cover_success_units,bootstrap_resamples_requested,bootstrap_resamples_valid,outcome_rows_per_source_cover
cross_model_mismatch,cross_model_text_retokenized,unmodified,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
cross_model_mismatch,cross_model_text_retokenized,unmodified,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
cross_model_mismatch,cross_model_text_retokenized,unmodified,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
cross_model_mismatch,cross_model_text_retokenized,unmodified,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
cross_model_mismatch,cross_model_text_retokenized,unmodified,qwen2_5_7b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
cross_model_mismatch,cross_model_text_retokenized,unmodified,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,line_endings,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,line_endings,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,line_endings,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,quote_conversion,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,quote_conversion,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,quote_conversion,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,unicode_normalization,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,unicode_normalization,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,unicode_normalization,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,unmodified,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,unmodified,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,unmodified,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,48,0,1.0,True,source_trial_id,0.95,source_cover_wilson,observed,1.0,0.9258998703338824,0.9999999999999998,48.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,whitespace_trim,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
limited_mitigation,canonicalized_text_retokenized,whitespace_trim,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,0,48,48,0,0,0,,True,source_trial_id,0.95,not_estimable_all_unavailable,unavailable,,,,,0,0,
limited_mitigation,canonicalized_text_retokenized,whitespace_trim,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_deletion,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,6,42,0.125,True,source_trial_id,0.95,source_cover_wilson,observed,0.125,0.05857051438571977,0.2470045828638683,6.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_deletion,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_deletion,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,12,36,0.25,True,source_trial_id,0.95,source_cover_wilson,observed,0.25,0.14920633673797912,0.3878437280950796,12.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_insertion,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,6,42,0.125,True,source_trial_id,0.95,source_cover_wilson,observed,0.125,0.05857051438571977,0.2470045828638683,6.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_insertion,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_insertion,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,12,36,0.25,True,source_trial_id,0.95,source_cover_wilson,observed,0.25,0.14920633673797912,0.3878437280950796,12.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_substitution,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,10,38,0.20833333333333334,True,source_trial_id,0.95,source_cover_wilson,observed,0.20833333333333334,0.11730272957905595,0.34258901272617925,10.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_substitution,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,character_substitution,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,6,42,0.125,True,source_trial_id,0.95,source_cover_wilson,observed,0.125,0.05857051438571977,0.2470045828638683,6.0,0,0,1.0
raw_transmission,transformed_text_retokenized,line_endings,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,48,0,48,48,1,47,0.020833333333333332,True,source_trial_id,0.95,source_cover_wilson,observed,0.020833333333333332,0.0036871109775106527,0.10899217995251859,1.0,0,0,1.0
raw_transmission,transformed_text_retokenized,line_endings,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,48,0,48,48,0,48,0.0,True,source_trial_id,0.95,source_cover_wilson,observed,0.0,0.0,0.07410012966611745,0.0,0,0,1.0
raw_transmission,transformed_text_retokenized,line_endings,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,48,0,48,48,15,33,0.3125,True,source_trial_id,0.95,source_cover_wilson,observed,0.3125,0.1994568344658782,0.4533307141589159,15.0,0,0,1.0
