preprocess_schema_version,input_run_identity_sha256,trial_id,work_id,transform_work_id,transformation_model_id,transformation_record_sha256,runtime_scope,record_type,evidence_status,study_phase,model_id,payload_name,payload_class,protocol_variant,hardware_id,hardware_hash,session_index,model_load_seconds,representation_seconds,filter_setup_seconds,generation_seconds,encoding_seconds,recovery_seconds,decoding_seconds,execution_seconds,generation_tokens_per_second,encoding_tokens_per_second,decoding_tokens_per_second,representation_bits_per_second,payload_bits_per_second,serialized_bits_per_second,cover_tokens_per_payload_byte,process_peak_rss_start_mib,process_peak_rss_end_mib,peak_ram_mib,peak_gpu_memory_mib,peak_ram_availability,peak_gpu_memory_availability
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,model_load::745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165::0,model_load::0,,,,model_load_session,model_load_event,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_model_load,llama3_8b_instruct_q4_k_m,not_applicable_model_load,not_applicable_model_load,not_applicable_model_load,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,2.5693006879882887,,,,,,,,,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,memory_profile::745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165::0,memory_profile::0,,,,model_shard_memory_profile,memory_profile_event,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_memory_profile,llama3_8b_instruct_q4_k_m,not_applicable_memory_profile,not_applicable_memory_profile,not_applicable_memory_profile,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,0,,,,,,,,,,,,,,,,,,5040.42578125,5279,recorded_os_high_water_and_sampled_current_rss,total selected-device memory.used; includes any co-tenant processes; one-second polling is not a kernel-exact peak
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__3f2f9a97575b8264b82e,revision_v1_multilingual_v2_payload_fidelity_v2__3f2f9a97575b8264b82e,,,,trial,rankcloak_trial,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_secondary,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.7967833420261741,2.209498779848218e-05,2.2553976500057615,3.052203087019734,1.5252990419976413,2.623475383967161,5.676149862993043,15.518327776882533,11.46712685956133,13.341081915193646,,83.87384217279144,167.74768434558288,0.546875,5040.42578125,5040.42578125,5040.42578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__b737c5ca221480aae66f,revision_v1_multilingual_v2_payload_fidelity_v2__b737c5ca221480aae66f,,,,ordinary_control_generation,ordinary_control,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,ordinary_llm_control_multilingual_v2,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,1.950128371012397,,,,1.950128371012397,17.947536439270387,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__aaeeec58094fcb91ca2f,revision_v1_multilingual_v2_payload_fidelity_v2__aaeeec58094fcb91ca2f,,,,trial,rankcloak_trial,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_secondary,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.0003261860110796988,7.703027222305536e-06,7.846247997018509,7.846581886056811,3.549676031980198,3.5498348369728774,11.396992665017024,16.313529734038312,16.312835558047635,36.05801562000333,65.25134223219054,32.62567111609527,65.25134223219054,2.0,5040.42578125,5040.42578125,5040.42578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__0ea679007f6c70911cea,revision_v1_multilingual_v2_payload_fidelity_v2__0ea679007f6c70911cea,,,,ordinary_control_generation,ordinary_control,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,ordinary_llm_control_multilingual_v2,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,5.0591487949714065,,,,5.0591487949714065,25.300698830448894,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__1ae23c292e2c3f158648,revision_v1_multilingual_v2_payload_fidelity_v2__1ae23c292e2c3f158648,,,,trial,rankcloak_trial,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_secondary,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,direct_subword_calgacus,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.7822737559909001,3.300025127828121e-06,2.1183116330066696,2.9005886890226975,1.3686872100224718,2.4826298460247926,5.383481264987495,16.522592547123022,12.06651606015627,14.09795344885678,,88.25794604000015,176.5158920800003,0.546875,5040.42578125,5040.42578125,5040.42578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__eb9271305628b1aef859,revision_v1_multilingual_v2_payload_fidelity_v2__eb9271305628b1aef859,,,,ordinary_control_generation,ordinary_control,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,ordinary_llm_control_multilingual_v2,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,1.7753761390340514,,,,1.7753761390340514,19.71413225089464,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__80470bf1204f275e07c0,revision_v1_multilingual_v2_payload_fidelity_v2__80470bf1204f275e07c0,,,,trial,rankcloak_trial,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,multilingual_v2_secondary,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,nonseg_ascii_b16,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,0.00012606900418177247,3.193039447069168e-06,7.627039426006377,7.627168688050006,3.382775080972351,3.3829481519642286,11.010418994992506,16.782396530369397,16.782112109378957,37.8368199127379,67.12844843751583,33.564224218757914,67.12844843751583,2.0,5040.42578125,5040.42578125,5040.42578125,,recorded_process_cumulative_peak_rss,unavailable_not_recorded_by_runner_v1
2.0,745382f57e9cc83666635159aa26a118606c9b14f1bdb680061e9812cb64b165,revision_v1_multilingual_v2_payload_fidelity_v2__fc60cfac965d1331d2a4,revision_v1_multilingual_v2_payload_fidelity_v2__fc60cfac965d1331d2a4,,,,ordinary_control_generation,ordinary_control,secondary_supplementary_multilingual_v2_payload_fidelity_after_manifest_freeze,ordinary_llm_control_multilingual_v2,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,ordinary_llm_control,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,3f59f33f69daa2d5d71531968a409162229266db785361637834e166a903522a,,,,,4.991100560990162,,,,4.991100560990162,25.64564637315315,,,,,,,,,,,unavailable_not_recorded_by_runner_v1,unavailable_not_recorded_by_runner_v1
