dataset_name,label,source_type,trial_id,payload_name,payload_class,protocol_variant,prompt_name,prompt_family,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,artifact_count_total,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,contains_markdown_emphasis,contains_separator_line,notes,representation_name,segment_index,fraction_rank_le_16,fraction_rank_le_64
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_long_specific,recipe,128,516,37,0.1976744186046511,0.1065891472868217,0.0232558139534883,0.6686046511627907,0.5703125,0.4296875,-3.9558246077549457,-3.603126765706224,5.015625,8.0,2,False,True,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_hex_nibble_b16__paper_sha256_hex_000__raw_hex_nibbles__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_hex_nibble_b16,recipe_long_specific,recipe,64,260,1,0.173076923076923,0.0423076923076923,0.0076923076923076,0.7615384615384615,0.859375,0.140625,-4.564438522621933,-4.432685852044847,8.5625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,raw_hex_nibbles,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_random_128_bit_hex_000__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_random_128_bit_hex_000,random_128_bit_hex,nonseg_ascii_b16,recipe_long_specific,recipe,64,281,3,0.199288256227758,0.0427046263345195,0.0,0.7580071174377224,0.859375,0.140625,-3.947489622336105,-3.623850448254316,5.109375,9.0,1,False,False,False,False,False,False,False,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_hex_nibble_b16__paper_random_128_bit_hex_000__raw_hex_nibbles__b16__recipe_long_specific,paper_random_128_bit_hex_000,random_128_bit_hex,nonseg_hex_nibble_b16,recipe_long_specific,recipe,32,145,1,0.1517241379310344,0.0344827586206896,0.0,0.8,0.96875,0.03125,-5.077420874068341,-4.799328455289418,7.90625,15.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,raw_hex_nibbles,,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,34,142,1,0.1478873239436619,0.0211267605633802,0.0,0.8169014084507042,0.8823529411764706,0.1176470588235294,-1.6499158116161643,-0.7356906496734545,2.8823529411764706,13.399999999999991,0,False,False,False,False,False,False,False,False,full public message including optional lead-in and tail,raw_hex_nibbles,1.0,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,28,126,1,0.1825396825396825,0.0158730158730158,0.0,0.8015873015873016,0.8928571428571429,0.1071428571428571,-2.1672237529633733,-1.2328921031171678,2.7142857142857144,9.949999999999996,0,False,False,False,False,False,False,False,False,full public message including optional lead-in and tail,raw_hex_nibbles,2.0,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,31,145,2,0.1655172413793103,0.0413793103448275,0.0,0.7931034482758621,0.8387096774193549,0.1612903225806451,-1.9737926358980813,-0.8535108699620579,3.161290322580645,12.5,0,False,False,False,False,False,False,False,False,full public message including optional lead-in and tail,raw_hex_nibbles,3.0,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,36,152,1,0.1578947368421052,0.0526315789473684,0.0,0.7894736842105263,0.8055555555555556,0.1944444444444444,-1.3187221703865115,-0.4266031609227276,2.6944444444444446,11.75,1,False,False,False,False,False,False,True,False,full public message including optional lead-in and tail,raw_hex_nibbles,4.0,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,32,155,1,0.1677419354838709,0.0258064516129032,0.0,0.8064516129032258,0.8125,0.1875,-1.7059351905431823,-1.0002277182545125,2.9375,15.0,0,False,False,False,False,False,False,False,False,full public message including optional lead-in and tail,raw_hex_nibbles,5.0,1.0,1.0
detector_full_message,1,segmented_full_message,segmented_hex_single_topic_sentence_tail_filtered__paper_sha256_hex_000__raw_hex_nibbles__seg8__single_recipe_long__none__safe_text__101c2ff265,paper_sha256_hex_000,sha256_hex,segmented_hex_single_topic_sentence_tail_filtered,recipe_long_specific,recipe,31,145,1,0.1724137931034483,0.0206896551724137,0.0,0.8068965517241379,0.9032258064516128,0.0967741935483871,-2.087813734408636,-0.7337900749560191,3.032258064516129,13.5,0,False,False,False,False,False,False,False,False,full public message including optional lead-in and tail,raw_hex_nibbles,6.0,1.0,1.0
