row_id,label,source_record_kind,trace_token_count,surprisal_mean,surprisal_std,surprisal_min,surprisal_max,surprisal_mean_absolute_step,surprisal_first_half_mean,surprisal_last_half_mean,surprisal_q10,surprisal_q25,surprisal_q50,surprisal_q75,surprisal_q90,surprisal_q95,surprisal_fraction_ge_2,surprisal_fraction_ge_4,surprisal_fraction_ge_6,surprisal_fraction_ge_8,surprisal_fraction_ge_10
detector_pair__0000066e727745276ff40e0a__ordinary_control,0,ordinary_control,171.0,0.48915495182382024,0.7561642181419682,2.8730138268429073e-08,4.464458249170441,0.603673665257474,0.6803809245859126,0.30015253688454296,2.6699272090979775e-05,0.002113951013615889,0.11200013739070869,0.7612972172878969,1.320645623143001,2.0724775927861696,0.05847953216374269,0.005847953216374269,0.0,0.0,0.0
detector_pair__0000066e727745276ff40e0a__rankcloak,1,rankcloak_trial,171.0,3.7266807612497055,2.5576513881109877,0.008618372573437227,15.226565426984944,2.6898416985615334,4.136336827156248,3.321788137969983,1.2844321988333647,2.2991033386740103,3.20811847033227,4.452132243784683,6.204800595319448,8.21283625317178,0.8070175438596491,0.3333333333333333,0.1111111111111111,0.06432748538011696,0.03508771929824561
detector_pair__00018c387c36257f2f471da9__ordinary_control,0,ordinary_control,96.0,0.5501133360695206,0.8819695585804345,4.187326645421763e-07,4.492592573121923,0.71303471261053,0.5347480688992282,0.5654786032398131,0.00015157417797873052,0.005012746218019615,0.10155137121086177,0.664100903292983,1.715319855238775,2.1614479917760727,0.07291666666666667,0.020833333333333332,0.0,0.0,0.0
detector_pair__00018c387c36257f2f471da9__rankcloak,1,rankcloak_trial,96.0,4.123541824166619,2.5751959732441505,0.009272976191333271,12.934155349917365,3.251051044853911,4.360769618068708,3.8863140302645305,0.8669858587369879,2.3626034362451778,3.8001262546332804,5.548051108878137,7.135993019074729,8.723047229128357,0.78125,0.4791666666666667,0.20833333333333334,0.07291666666666667,0.020833333333333332
detector_pair__00055c3d167dc6bc61868d7b__ordinary_control,0,ordinary_control,64.0,0.9147144121836827,0.9558649311098886,7.1086217552363e-06,3.7835488245006523,1.0665799821354816,1.0681478022451985,0.7612810221221668,0.00476220952930362,0.10709539711107219,0.5384521927253942,1.3814324149924229,2.377857448551446,2.5639041952306454,0.140625,0.0,0.0,0.0,0.0
detector_pair__00055c3d167dc6bc61868d7b__rankcloak,1,rankcloak_trial,64.0,4.6969506028130406,2.1922525182652888,0.09115601094960368,14.153063090013074,2.0647758638087703,5.319202074442233,4.074699131183849,2.5785070452036853,3.2333871024518404,4.4427927525960005,5.3093663168329,7.342975890845817,8.25393795802957,0.9375,0.671875,0.171875,0.078125,0.015625
detector_pair__0018cc4c9c3cb54377b73846__ordinary_control,0,ordinary_control,235.0,0.3698796318173819,0.6020243104136181,5.604856312402262e-08,3.0701766117980647,0.521340478273383,0.4682125586651541,0.27238003485815027,0.00010014611341375713,0.003332062557596771,0.07472909761718682,0.486975007148283,1.093673452116029,1.7335373096138602,0.03404255319148936,0.0,0.0,0.0,0.0
detector_pair__0018cc4c9c3cb54377b73846__rankcloak,1,rankcloak_trial,235.0,3.5775637598099674,1.761567229651401,0.1961634965302892,13.131317527355602,1.9078531642278558,3.7781079840386527,3.378719062905253,1.6523055231491186,2.587422373290197,3.347712500713545,4.050654141093838,5.708628530508665,6.489728643766068,0.8638297872340426,0.2765957446808511,0.08085106382978724,0.03404255319148936,0.00851063829787234
detector_pair__001cad66367e929f07fb8a19__ordinary_control,0,ordinary_control,24.0,1.0718479548109483,1.0557320447952587,0.0002215385557242655,3.262417555995235,0.9245448496485286,1.4634152493810015,0.680280660240895,0.028479798012276097,0.32392823265113346,0.7327270170180054,1.6620529794108032,2.8828054351937737,3.103022596080231,0.25,0.0,0.0,0.0,0.0
detector_pair__001cad66367e929f07fb8a19__rankcloak,1,rankcloak_trial,162.0,1.1386824695667879,1.8902141496991698,4.505314137759342e-06,12.733410104926342,0.9146152346909032,1.530467047037126,0.7468978920964499,0.0005666295327156236,0.022342043773757148,0.41460592526868645,1.108017716192462,3.825985998662434,5.455972498473009,0.16666666666666666,0.09876543209876543,0.037037037037037035,0.006172839506172839,0.006172839506172839
detector_pair__001fe3b7c77bdf4e6d97d27f__ordinary_control,0,ordinary_control,64.0,0.42146575386627555,0.584089060027772,3.4155747385966606e-07,2.3243183744725116,0.48170978544574294,0.41299855687846165,0.42993295085408945,7.716070468148934e-05,0.002041548579601482,0.12352297959799508,0.6301560438533009,1.193826311610973,1.7478942554218417,0.03125,0.0,0.0,0.0,0.0
detector_pair__001fe3b7c77bdf4e6d97d27f__rankcloak,1,rankcloak_trial,64.0,3.904132508403144,1.7415811369293122,0.459628422127043,10.025503888726256,1.7586926809408179,4.108119885875742,3.7001451309305464,2.2420838146230433,2.7206880552745245,3.5992712367666204,4.329983135512107,6.092961953175279,7.623839204020841,0.9375,0.359375,0.125,0.015625,0.015625
detector_pair__00201f4a2673f834e3dd945e__ordinary_control,0,ordinary_control,32.0,0.6354320293431838,0.8068254829822633,3.629791471837507e-06,3.3428773334413187,0.7065467030120848,0.7860918161848856,0.484772242501482,0.0007225724318502103,0.059117987952246764,0.30583046557856797,0.9675753285256246,1.603469457601643,2.3010567184414636,0.09375,0.0,0.0,0.0,0.0
detector_pair__00201f4a2673f834e3dd945e__rankcloak,1,rankcloak_trial,32.0,5.128383227691652,2.5621653093687082,0.578022325899898,10.945146669449713,2.7550530916740392,5.911463990471281,4.345302464912023,2.1156648158022393,2.983143568334384,4.768172026414536,6.679327762875842,8.54560902683916,9.482347157247295,0.9375,0.625,0.3125,0.1875,0.03125
detector_pair__0021b300dc9ae5e2621e1ace__ordinary_control,0,ordinary_control,66.0,0.5556229383601986,0.8727268282225995,1.4158004546516167e-07,4.904114285388285,0.5967812688021593,0.8227123965823672,0.28853348013803,0.00023054068709882358,0.0011969356140548726,0.18696946709967754,0.6377287597499413,1.6916039396007285,1.9535891767797393,0.045454545454545456,0.015151515151515152,0.0,0.0,0.0
