trial_id,view,payload_name,model_id,protocol_variant,prompt_id,prompt_category,payload_class,language,evidence_status,study_phase,protocol_contract_revision,result_schema_revision,analysis_unit,nested_segment_count,text_available,text_sha256,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,duplicate_sentence_count,unmatched_bracket_count,unmatched_double_quote_count,repeated_punctuation_count,whitespace_surface_flag_count,lowercase_sentence_start_count,long_sentence_count_gt40,missing_terminal_punctuation,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,human_rating_substitute,readability_scope,source_mean_log_probability,source_effective_payload_rate
revision_v1_smoke_v3_payload_fidelity_v2__056b300c7d6bf037631f,forced_span,revision_v1_token_128_bit_hex_000,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,procedure_simple_meal,recipe_procedure,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,4,True,c108b976539eef6eb89ae236586c11e2f94331ddf27d1bad36af11ec4a2f04d7,27,3,174,53.56666666666669,8.023703703703706,10.74666666666667,0.9629629629629629,0.0,0.0,1,0,1,1,2,0,0,0,1,0,5,0.06726818265224094,False,english_surface_heuristic,-4.42217622875533,
revision_v1_smoke_v3_payload_fidelity_v2__056b300c7d6bf037631f,full_message,revision_v1_token_128_bit_hex_000,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,procedure_simple_meal,recipe_procedure,token_128_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,4,True,c108b976539eef6eb89ae236586c11e2f94331ddf27d1bad36af11ec4a2f04d7,27,3,174,53.56666666666669,8.023703703703706,10.74666666666667,0.9629629629629629,0.0,0.0,1,0,1,1,2,0,0,0,1,0,5,0.06726818265224094,False,english_surface_heuristic,-4.42217622875533,4.0
revision_v1_smoke_v3_payload_fidelity_v2__0cf89a9a27976482a8c8,forced_span,revision_v1_nonce_96_bit_hex_006,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,narrative_learning_moment,personal_narrative_blog,nonce_96_bit_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,2e293041a0627431d755a50fc8792fab9e8fa1de8d235c3012837e4e9af630a6,16,1,76,79.5575,6.137499999999999,4.032499999999999,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.01780292647519609,False,english_surface_heuristic,-0.4493733830803141,
revision_v1_smoke_v3_payload_fidelity_v2__193ebe801a6a5572c893,forced_span,revision_v1_hmac_sha256_hex_015,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,explain_everyday_system,factual_explanatory,hmac_sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,4feb62965ffd4c2380acaa1f11e57bcca2f681a3f1e820ffb60c78a13d28618f,56,3,340,33.79547619047622,13.182857142857145,11.594285714285714,0.625,0.10909090909090913,0.05555555555555558,1,0,0,0,0,0,0,0,1,0,1,0.09629857611106432,False,english_surface_heuristic,-0.6067328900103293,
revision_v1_smoke_v3_payload_fidelity_v2__1a2bf62b39aa7e241800,forced_span,revision_v1_sha256_hex_002,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,procedure_home_task,recipe_procedure,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,772ad07b203f7b84da52085e64f2f5856070b8fcd1b062386094c1723514895b,51,6,336,53.889852941176486,7.854411764705883,11.616470588235295,0.7450980392156863,0.040000000000000036,0.0,1,0,0,0,0,0,0,0,1,0,1,0.11974764184087532,False,english_surface_heuristic,-0.7173074122580649,
revision_v1_smoke_v3_payload_fidelity_v2__1bc710bbad6be52ecb6a,forced_span,revision_v1_hmac_sha256_hex_015,llama3_8b_instruct_q4_k_m,ordinary_llm_control,narrative_small_discovery,personal_narrative_blog,hmac_sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,587345275741d2433c7ece2268e5e99b93a6bceb397c5644473ab59ef3bb274a,59,3,323,60.69028248587571,9.680000000000003,8.507118644067795,0.8135593220338984,0.017241379310344862,0.0,1,0,0,0,0,0,0,0,1,0,1,0.037416642092976356,False,english_surface_heuristic,-0.908502068065864,
revision_v1_smoke_v3_payload_fidelity_v2__1c415e4be5f39149c915,forced_span,revision_v1_sha256_hex_003,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,explain_biological_process,factual_explanatory,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,80e29100f6d22d80f8f3099469c5b2e8ac078fb1d1da95e1c82e2fbc1b20d25d,44,3,272,43.89833333333337,10.780000000000001,11.98272727272727,0.7954545454545454,0.0,0.0,2,0,0,0,0,0,0,0,1,0,1,0.14738963015004183,False,english_surface_heuristic,-0.2111312202765804,
revision_v1_smoke_v3_payload_fidelity_v2__1d649b686e3826f569e8,full_message,revision_v1_sha256_hex_003,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,narrative_local_walk,personal_narrative_blog,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,58767885902cb191340cc58e8f926ee874226b9d32b37f40966b79065a3b1606,399,20,2084,69.96920864661656,8.456164160401006,6.9731328320802,0.41604010025062654,0.19095477386934678,0.06297229219143574,1,0,0,0,0,0,0,0,1,0,1,0.16677345940418628,False,english_surface_heuristic,-0.4758513949421893,
revision_v1_smoke_v3_payload_fidelity_v2__1d992abe957ac67c59eb,full_message,revision_v1_sha256_hex_004,llama3_8b_instruct_q4_k_m,ordinary_llm_control,narrative_small_discovery,personal_narrative_blog,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,1,True,b11a2c76844f43b4532893a681bedf3b7f3f4c2d3c5db30924fa748c1ceb35e6,283,27,1584,76.32138463551892,5.2179191205339635,6.599717314487631,0.5406360424028268,0.09219858156028371,0.028469750889679735,1,3,4,0,0,0,6,0,1,0,11,0.14147004209033334,False,english_surface_heuristic,-0.7011114877168299,
revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,forced_span,revision_v1_sha256_hex_003,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,narrative_local_walk,personal_narrative_blog,sha256_hex,en,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,payload_trial_view,8,True,3865272d975b44a63afae9546a07b9a3fdf532500091c7aa8e8fe7290cbecee4,59,1,343,25.06864406779664,24.420000000000005,11.703050847457622,0.847457627118644,0.0,0.0,1,0,0,1,0,0,0,1,1,0,3,0.06959518907613012,False,english_surface_heuristic,-5.543460512091176,
