status,metric_name,group_name,protocol_variant,payload_class,prompt_family,n,mean,standard_deviation,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,exact_recovery,protocol_variant,nonseg_ascii_b16,,,175,0.9771428571428571,0.14987679669379153,0.9541428571428572,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,nonseg_ascii_b8,,,175,0.96,0.196521473776207,0.9314285714285714,0.9828571428571429,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant,nonseg_hex_nibble_b16,,,125,0.96,0.1967477507351859,0.92,0.992,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,ciphertext_like_base64,,25,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,hmac_like_hex,,25,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,nonce_96_bit_hex,,25,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,random_128_bit_hex,,25,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,random_256_bit_hex,,25,0.96,0.2,0.88,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,sha256_hex,,25,0.88,0.33166247903553997,0.76,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b16,uuid_v4_like,,25,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,ciphertext_like_base64,,25,0.96,0.2,0.88,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,hmac_like_hex,,25,0.96,0.2,0.88,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_ascii_b8,nonce_96_bit_hex,,25,0.96,0.2,0.88,1.0,deterministic bootstrap over recorded trial rows
