status,metric_name,group_name,protocol_variant,payload_class,prompt_family,n,mean,standard_deviation,bootstrap_ci_low_95,bootstrap_ci_high_95,notes
ok,exact_recovery,protocol_variant,nonseg_hex_nibble_b16,,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,exact_recovery,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,1.0,0.0,1.0,1.0,deterministic bootstrap over recorded trial rows
ok,rank_count,protocol_variant,nonseg_hex_nibble_b16,,,1,64.0,0.0,64.0,64.0,deterministic bootstrap over recorded trial rows
ok,rank_count,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,64.0,0.0,64.0,64.0,deterministic bootstrap over recorded trial rows
ok,generated_token_count,protocol_variant,nonseg_hex_nibble_b16,,,1,64.0,0.0,64.0,64.0,deterministic bootstrap over recorded trial rows
ok,generated_token_count,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,64.0,0.0,64.0,64.0,deterministic bootstrap over recorded trial rows
ok,mean_token_log_probability,protocol_variant,nonseg_hex_nibble_b16,,,1,-4.251127425345759,0.0,-4.251127425345759,-4.251127425345759,deterministic bootstrap over recorded trial rows
ok,mean_token_log_probability,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,-4.251127425345759,0.0,-4.251127425345759,-4.251127425345759,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant,nonseg_hex_nibble_b16,,,1,16.0,0.0,16.0,16.0,deterministic bootstrap over recorded trial rows
ok,p95_generated_rank,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,16.0,0.0,16.0,16.0,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant,nonseg_hex_nibble_b16,,,1,0.203125,0.0,0.203125,0.203125,deterministic bootstrap over recorded trial rows
ok,repeated_token_fraction,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,0.203125,0.0,0.203125,0.203125,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant,nonseg_hex_nibble_b16,,,1,0.0,0.0,0.0,0.0,deterministic bootstrap over recorded trial rows
ok,artifact_count_total,protocol_variant_by_payload_class,nonseg_hex_nibble_b16,sha256_hex,,1,0.0,0.0,0.0,0.0,deterministic bootstrap over recorded trial rows
