path,archive_sha256,current_sha256,same_bytes
configs/revision_v1/ablations.json,49224bb5f9b4e356a5f67fb1c551cf7ecbc0fb6124dc1ed0be68ba74e9972cd5,49224bb5f9b4e356a5f67fb1c551cf7ecbc0fb6124dc1ed0be68ba74e9972cd5,True
configs/revision_v1/config_manifest.json,dc0e7e022036e2681c87ad06446cbebd56d676faf81a0544a55d56375d4eadcd,dc0e7e022036e2681c87ad06446cbebd56d676faf81a0544a55d56375d4eadcd,True
configs/revision_v1/detectors/README.md,ab355995786796d86533228a2bb7734b89849165f6edf3b296d479b88580c149,ab355995786796d86533228a2bb7734b89849165f6edf3b296d479b88580c149,True
configs/revision_v1/detectors/default.json,e74d38f8559afb78ec23726626f749184d3ccf4e7d0ab52bfc5d3cfddc86681b,e74d38f8559afb78ec23726626f749184d3ccf4e7d0ab52bfc5d3cfddc86681b,True
configs/revision_v1/detectors/smoke.json,104616ea864c07f1d28149a4d31e3c119249e1c0a2de81d9225ebacf30e7aa23,104616ea864c07f1d28149a4d31e3c119249e1c0a2de81d9225ebacf30e7aa23,True
configs/revision_v1/models.json,ddeeabbb94c843f2ebc685d354d22891fee83471525e94486816d85aab403e7d,ddeeabbb94c843f2ebc685d354d22891fee83471525e94486816d85aab403e7d,True
configs/revision_v1/multilingual.json,04b8ec3f74afdfde121404ce5a9662e5f4272724c0f82828c8684ccc76fae5c9,04b8ec3f74afdfde121404ce5a9662e5f4272724c0f82828c8684ccc76fae5c9,True
configs/revision_v1/primary.json,bf18474386378658e54357bfb3e92bd87081af03f87a33b04aaa4bc97e63c918,bf18474386378658e54357bfb3e92bd87081af03f87a33b04aaa4bc97e63c918,True
configs/revision_v1/prompts.json,e638d7fe3451f4779d192977f818544857df3b9ad87c2d8a92b2b9809b09d4c5,e638d7fe3451f4779d192977f818544857df3b9ad87c2d8a92b2b9809b09d4c5,True
configs/revision_v1/robustness.json,08a1db08015da4cfcefe918b272e73a157b5ede1919284b90567efb5e8a2c1ea,08a1db08015da4cfcefe918b272e73a157b5ede1919284b90567efb5e8a2c1ea,True
configs/revision_v1/statistics.json,62029282f69e6ec50235b92a5bd63e04b37191c9154f11493220453d64311b9e,62029282f69e6ec50235b92a5bd63e04b37191c9154f11493220453d64311b9e,True
rankcloak/__init__.py,21956078887875bd364f9d57675d1ffc872748956282c4e715aa7fe1fbe92937,21956078887875bd364f9d57675d1ffc872748956282c4e715aa7fe1fbe92937,True
rankcloak/baselines.py,62bfc7a895134cb006717944b71ed144bc6022fa20f63a70bbe31ed3b871f0fc,62bfc7a895134cb006717944b71ed144bc6022fa20f63a70bbe31ed3b871f0fc,True
rankcloak/bootstrap_statistics.py,0a1eeff74e86580bf4f37c4937319ba695b6cb90a67a7f8c0b36472145345ef9,0a1eeff74e86580bf4f37c4937319ba695b6cb90a67a7f8c0b36472145345ef9,True
rankcloak/cli.py,39a6dcaa1acae80f3cbb3ed3083d426b84164758e1756eed878d421bf9e42385,39a6dcaa1acae80f3cbb3ed3083d426b84164758e1756eed878d421bf9e42385,True
rankcloak/detection.py,616e246415c73a485741f27f577a706447d43a439a963be20424a02936ec36d6,616e246415c73a485741f27f577a706447d43a439a963be20424a02936ec36d6,True
rankcloak/experiments.py,da4ed085cc90359fcbfbda0ef341698576fab166330a9be5076728f4df042469,da4ed085cc90359fcbfbda0ef341698576fab166330a9be5076728f4df042469,True
