"model_id","stratum_model_id","multiplicity_family","contrast","estimate","standard_error","statistic","p_value_raw","p_value_holm","ci_low","ci_high","adjustment","scale","fixed_effects_fallback"
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b16 / direct_subword_calgacus",0.569112910991182,0.028483289004396,-11.26258741214,2.00775748679842e-29,3.814739224917e-28,0.515937405888775,0.62776899243991,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b16 / nonseg_ascii_b8",1.17538372410946,0.0543580330753599,3.49416143145181,0.000475553368348176,0.00332887357843723,1.07352981354857,1.28690128719831,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b16 / nonseg_hex_nibble_b16",0.818814499652914,0.0527603926790893,-3.10231104738386,0.00192016085204453,0.0115209651122672,0.721669364622903,0.929036505785706,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b16 / segmented_hex_multi_topic",3.04241069838893,0.181164141318686,18.6854795287947,6.49922322556753e-78,1.75479027090323e-76,2.70727256083042,3.41903618852185,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b16 / segmented_hex_single_topic",3.88321300176998,0.238151236469103,22.1212835452645,1.9723632800963e-108,6.90327148033705e-107,3.44340721571204,4.37919254751786,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","direct_subword_calgacus / nonseg_ascii_b8",2.06529091399873,0.102373016629193,14.6317443002747,1.76210900851699e-48,3.52421801703398e-47,1.87408203472153,2.27600845663062,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","direct_subword_calgacus / nonseg_hex_nibble_b16",1.43875579667811,0.0964136266337599,5.42857629170047,5.68053630737696e-08,6.24858993811466e-07,1.26167219574783,1.64069419097239,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","direct_subword_calgacus / segmented_hex_multi_topic",5.34588240686753,0.333191736579229,26.895760031127,2.46191204606222e-159,1.03400305934613e-157,4.7311501816208,6.04048859388889,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","direct_subword_calgacus / segmented_hex_single_topic",6.82327342566675,0.436883314534572,29.9919907456431,1.24817005317085e-197,5.61676523926884e-196,6.01854757316149,7.73559728081605,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b8 / nonseg_hex_nibble_b16",0.696635900989099,0.0446191546766413,-5.64395661681132,1.66185966481898e-08,1.99423159778278e-07,0.614450427996848,0.789814045909303,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b8 / segmented_hex_multi_topic",2.58844038417671,0.153054210411355,16.0841738665117,3.29417233371007e-58,7.90601360090416e-57,2.30518990127845,2.90649530380166,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_ascii_b8 / segmented_hex_single_topic",3.30378320042856,0.201259098345731,19.6177285627499,1.09121219325166e-85,3.1645153604298e-84,2.93196135938584,3.72275828277638,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_hex_nibble_b16 / segmented_hex_multi_topic",3.71562875312855,0.267081558729145,18.2601179247983,1.71919460756257e-74,4.29798651890643e-73,3.22736029931199,4.27776750988068,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","nonseg_hex_nibble_b16 / segmented_hex_single_topic",4.74248197047808,0.347908316248095,21.2181208005188,6.4969200853795e-100,2.14398362817524e-98,4.10734867786579,5.47582808382274,"holm","response",FALSE
"primary_artifact_counts","llama3_8b_instruct_q4_k_m","artifact_protocol_within_model","segmented_hex_multi_topic / segmented_hex_single_topic",1.27636055310556,0.08816726309737,3.532469838981,0.000411697185772814,0.00329357748618252,1.1147432579614,1.46140938721905,"holm","response",FALSE
