"model_id","backend","family","formula","term","estimate","standard_error","statistic","p_value_raw","ci_low","ci_high","fixed_effects_fallback"
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","(Intercept)",-3.02953333794956,0.0789081887974213,-38.3931425130945,0,-3.18419054607779,-2.87487612982133,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","model_idmistral_7b_instruct_v0_3_q4_k_m",-0.548341705206696,0.079842572169363,-6.86778607336882,6.52059031483715e-12,-0.704830271091688,-0.391853139321705,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","model_idqwen2_5_7b_instruct_q4_k_m",-0.768231792128832,0.0825435953701827,-9.30698243374968,1.31515631840374e-20,-0.930014266208837,-0.606449318048826,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","protocol_variantdirect_subword_calgacus",0.670745570280259,0.0836917888799798,8.01447285637731,1.10610384168876e-15,0.506712678273769,0.834778462286749,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","protocol_variantnonseg_ascii_b8",-0.283225938136491,0.079695105790088,-3.55386865138859,0.000379608752440094,-0.439425475229173,-0.127026401043809,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","protocol_variantnonseg_hex_nibble_b16",0.153298295489753,0.108366517209,1.41462787065579,0.1571776326998,-0.059096175369928,0.365692766349434,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","protocol_variantsegmented_hex_multi_topic",-0.838669828950313,0.102687975535042,-8.16716684286096,3.15716126498326e-16,-1.03993456264433,-0.6374050952563,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","protocol_variantsegmented_hex_single_topic",-1.09271078072658,0.105805925363775,-10.3275008178388,5.29214414642181e-25,-1.30008658379051,-0.885334977662645,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","prompt_categoryfactual_explanatory",0.128337292916343,0.0956554667888825,1.34166187489934,0.179705653990632,-0.0591439769142336,0.31581856274692,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","prompt_categoryforum_question_answer",-0.374362034422112,0.0975893793557364,-3.83609401856604,0.00012500656882414,-0.565633703232972,-0.183090365611252,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","prompt_categorypersonal_narrative_blog",-0.113121816113086,0.0965232526550887,-1.17196440237369,0.241211348388218,-0.30230391498772,0.0760602827615482,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","prompt_categoryprofessional_communication",-0.167664905893284,0.0960038886535085,-1.7464386937326,0.0807347512513637,-0.355829070029954,0.0204992582433866,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","prompt_categoryrecipe_procedure",-0.0415655623125472,0.0958637731444436,-0.433589884365577,0.664586281749963,-0.229455105097775,0.14632398047268,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","payload_classaes256_gcm_base64",0.0797701909786351,0.0565353375176051,1.41097930040295,0.158250717609465,-0.0310370344096871,0.190577416366957,FALSE
"primary_artifact_counts","R_lme4","negative_binomial_log","artifact_count ~ model_id * protocol_variant + model_id * prompt_category + protocol_variant * prompt_category + payload_class + offset(log(token_count)) + (1 | payload_name) + (1 | prompt_id)","payload_classchacha20_poly1305_base64",0.126857635580762,0.0563348203340273,2.25185124987676,0.0243316737299715,0.0164434166505337,0.23727185451099,FALSE
