payload_name,payload_kind,payload_byte_length,payload_slice_description,encoding_name,alphabet_size,cover_prompt_name,rank_count,generated_token_count,generated_character_count,exact_recovery,generation_seconds,recovery_seconds,mean_generated_rank,median_generated_rank,p95_generated_rank,max_generated_rank,fraction_generated_rank_le_16,fraction_generated_rank_le_64,model_repo_id,model_filename,model_path_relative,notes
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,8,play_dialogue,171,171,733,True,53.1207421359868,51.92154709699389,3.8947368421052633,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,8,recipe_blog,171,171,752,True,60.51126408399432,69.29435005500272,3.8947368421052633,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,8,forum_reply,171,171,908,True,67.65623264999886,39.33870293899963,3.8947368421052633,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,8,technical_documentation,171,171,792,True,35.04525624499365,42.8801016669895,3.8947368421052633,4.0,7.0,8,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,play_dialogue,128,128,464,True,28.336608458994306,28.27335262700217,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,recipe_blog,128,128,506,True,24.437856211996404,22.34434414099087,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,forum_reply,128,128,622,True,23.307477327005472,24.935011559995473,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,16,technical_documentation,128,128,744,True,24.73277283500647,22.179222634003963,4.96875,4.0,8.0,10,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,play_dialogue,103,103,386,True,19.469742114990368,17.934779115996207,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,recipe_blog,103,103,465,True,19.054217813987634,17.71116891100246,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,forum_reply,103,103,526,True,19.61852411000291,17.689888748005615,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,32,technical_documentation,103,103,643,True,19.07248543300375,19.597774987007142,14.019417475728156,13.0,26.89999999999999,29,0.5922330097087378,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,play_dialogue,86,86,249,True,16.28660022999975,15.35258991199953,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,recipe_blog,86,86,429,True,16.296327792995726,15.14122001999931,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,forum_reply,86,86,388,True,17.791786461995798,14.87459274099092,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
sha256_public_test_string,sha256_hex,64,full payload,fixed_radix_bits,64,technical_documentation,86,86,536,True,16.194736819001264,15.411452118001762,28.813953488372093,25.5,54.75,57,0.2441860465116279,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,play_dialogue,86,86,370,True,16.86961071800033,15.117544852007995,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,recipe_blog,86,86,349,True,15.985889980001957,15.248168826001347,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,forum_reply,86,86,429,True,16.079595948991482,15.094685627002036,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
random_128_bit_hex,random_hex,32,full payload,fixed_radix_bits,8,technical_documentation,86,86,462,True,16.30162328699953,15.314483280002605,4.1976744186046515,4.0,7.0,7,1.0,1.0,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,exact-copy bounded-rank recovery
