analysis_id,population,metric,mean,median,standard_deviation,ci_low_95,ci_high_95,observation_count,group_count,bootstrap_resamples,bootstrap_unit,representation_name,payload_class
quantization_pair_overall,ordinary_control,mean_entropy_q8_minus_q4_bits,0.007125598822493273,0.009161594816348768,0.028455101490422404,0.0048994704797138584,0.009215504400399177,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,median_entropy_q8_minus_q4_bits,0.003074531221432008,0.0006161503134715259,0.01584178506530282,0.0018492067592349992,0.004205455344867688,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,observed_token_rank_changed_fraction,0.10913263732325526,0.10416666666666667,0.0443283771663314,0.10583574034359386,0.11265525361851843,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,greedy_token_changed_fraction,0.06418983494546655,0.0625,0.027313537929628824,0.06241932846627222,0.06595467206368455,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,mean_absolute_observed_rank_change,0.16600417268772585,0.140625,0.11560484814371191,0.1580401459873314,0.17462968762296188,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,exact_generated_token_sequence_match,0.0,0.0,0.0,0.0,0.0,960,480,2000,payload_name,,
quantization_pair_overall,ordinary_control,positionwise_generated_token_match_fraction,0.051190018375615806,0.029239766081871343,0.0687540887425069,0.046461023882173075,0.0563204702471274,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,mean_entropy_q8_minus_q4_bits,-0.015422500657641548,-0.013905762477813333,0.049636042657933276,-0.01872638040127499,-0.011979057193748867,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,median_entropy_q8_minus_q4_bits,-0.010242217217620227,-0.0059702606005672095,0.0369778483876495,-0.012958741649247624,-0.007762509205827233,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,observed_token_rank_changed_fraction,0.4638743508184641,0.453125,0.09134414676639883,0.4592411854235751,0.46872391491521076,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,greedy_token_changed_fraction,0.088380396047101,0.0859375,0.030463441810539008,0.0864848856856982,0.09030060802587667,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,mean_absolute_observed_rank_change,0.8169315404804665,0.7602339181286549,0.27134499598795536,0.8034817924912309,0.8313790657948129,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,exact_generated_token_sequence_match,0.0,0.0,0.0,0.0,0.0,960,480,2000,payload_name,,
quantization_pair_overall,rankcloak,positionwise_generated_token_match_fraction,0.015482684170567454,0.011627906976744186,0.019265842528360774,0.014179613585404292,0.016776920554135967,960,480,2000,payload_name,,
quantization_pair_by_representation,ordinary_control,mean_entropy_q8_minus_q4_bits,0.007181143188526284,0.00937416494982284,0.029104895056240216,0.004517768832485903,0.009605231446852727,480,480,2000,payload_name,ascii_b16,
quantization_pair_by_representation,ordinary_control,median_entropy_q8_minus_q4_bits,0.0033899357732674823,0.0006481634356006158,0.01727892739140886,0.0017960109246980696,0.0049495705697445574,480,480,2000,payload_name,ascii_b16,
quantization_pair_by_representation,ordinary_control,observed_token_rank_changed_fraction,0.10833645701809763,0.1015625,0.04690604585698721,0.1042547545770202,0.11223717480797558,480,480,2000,payload_name,ascii_b16,
quantization_pair_by_representation,ordinary_control,greedy_token_changed_fraction,0.06352423979377105,0.0625,0.027469071404779832,0.06108225401804503,0.06603259154040404,480,480,2000,payload_name,ascii_b16,
