payload_name,payload_class,representation_name,rank_count,mean_rank,median_rank,p95_rank,max_rank,fraction_rank_le_8,fraction_rank_le_16,fraction_rank_le_64,model_repo_id,model_filename,model_path_relative,notes
paper_sha256_hex_000,sha256_hex,raw_subword_rank_pressure,40,2004.725,10.5,809.5999999999972,74858,0.475,0.575,0.75,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_sha256_hex_001,sha256_hex,raw_subword_rank_pressure,39,162.3846153846154,25.0,844.3000000000001,1318,0.3333333333333333,0.46153846153846156,0.6410256410256411,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_sha256_hex_002,sha256_hex,raw_subword_rank_pressure,41,195.0731707317073,7.0,747.0,2632,0.5365853658536586,0.5853658536585366,0.6829268292682927,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_sha256_hex_003,sha256_hex,raw_subword_rank_pressure,37,226.13513513513513,33.0,869.1999999999992,1098,0.2972972972972973,0.4594594594594595,0.5675675675675675,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_sha256_hex_004,sha256_hex,raw_subword_rank_pressure,37,3492.5675675675675,11.0,7216.599999999898,92936,0.40540540540540543,0.5135135135135135,0.5675675675675675,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_128_bit_hex_000,random_128_bit_hex,raw_subword_rank_pressure,18,239.5,80.5,1057.0999999999995,1358,0.3333333333333333,0.3333333333333333,0.4444444444444444,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_128_bit_hex_001,random_128_bit_hex,raw_subword_rank_pressure,20,4735.5,35.5,5136.050000000066,92936,0.3,0.4,0.55,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_128_bit_hex_002,random_128_bit_hex,raw_subword_rank_pressure,16,1887.25,113.0,7099.5,24804,0.25,0.3125,0.4375,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_128_bit_hex_003,random_128_bit_hex,raw_subword_rank_pressure,20,5023.35,16.0,14081.400000000056,88398,0.45,0.5,0.6,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_128_bit_hex_004,random_128_bit_hex,raw_subword_rank_pressure,16,6884.25,164.5,27278.0,105662,0.1875,0.1875,0.4375,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_256_bit_hex_000,random_256_bit_hex,raw_subword_rank_pressure,38,535.1315789473684,31.5,1000.3,15899,0.3684210526315789,0.39473684210526316,0.6578947368421053,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
paper_random_256_bit_hex_001,random_256_bit_hex,raw_subword_rank_pressure,37,282.4864864864865,36.0,716.1999999999972,5849,0.35135135135135137,0.40540540540540543,0.5945945945945946,QuantFactory/Meta-Llama-3-8B-Instruct-GGUF,Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,models/llama3_8b/Meta-Llama-3-8B-Instruct.Q4_K_M.gguf,diagnostic baseline only; no cover generation
