preprocess_schema_version,input_run_identity_sha256,evidence_status,evidence_family,study_phase,record_type,work_kind,trial_id,control_id,work_id,source_trial_id,source_record_sha256,model_id,source_model_id,tokenizer_id,tokenizer_revision,tokenizer_artifact_sha256,payload_name,payload_class,payload_split,protocol_variant,prompt_id,prompt_category,language,token_filter,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,reason_code,reason,safe_count,stable_count,vocabulary_size,dependency_role,dependency_record_type,root_condition_work_id,root_condition_trial_id,root_condition_reason_code,root_condition_model_id,root_condition_tokenizer_id,excluded_from_estimands
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,reference,revision_v1_robustness_v2_payload_fidelity_v2__346acab21ce07c88db94,,revision_v1_robustness_v2_payload_fidelity_v2__346acab21ce07c88db94,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,unmodified,source_condition_unavailable,Required robustness reference source is unavailable under the frozen feasibility gate.,31464,0,32768,robustness reference source,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__deb648f7956fb5c00691,,revision_v1_robustness_v2_payload_fidelity_v2__deb648f7956fb5c00691,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,line_endings,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__a2adc913e86221b416a2,,revision_v1_robustness_v2_payload_fidelity_v2__a2adc913e86221b416a2,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,whitespace_trim,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__570acda3dea21a7660b1,,revision_v1_robustness_v2_payload_fidelity_v2__570acda3dea21a7660b1,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__3d30cf281955321ba7d2,,revision_v1_robustness_v2_payload_fidelity_v2__3d30cf281955321ba7d2,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,unicode_normalization,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__b16cb2bf52d78da16965,,revision_v1_robustness_v2_payload_fidelity_v2__b16cb2bf52d78da16965,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,quote_conversion,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__147910f6fdcec418973a,,revision_v1_robustness_v2_payload_fidelity_v2__147910f6fdcec418973a,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,ae242107ed7ba3cf9fec7c111d37c629409375b49661169be6e5887c00537984,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_000,sha256_hex,train,segmented_hex_multi_topic,forum_learning_answer,forum_question_answer,en,,,,limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,revision_v1_ablation_v2_payload_fidelity_v2__ed935dc9f32a3f16a1fe,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,reference,revision_v1_robustness_v2_payload_fidelity_v2__bab1a79bbd9ffeebfc8c,,revision_v1_robustness_v2_payload_fidelity_v2__bab1a79bbd9ffeebfc8c,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,fc98fd17b8b40483ecc99a984e8cbffce2a237b0f3c283c6c741e08194e51773,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_001,sha256_hex,train,segmented_hex_multi_topic,procedure_garden_task,recipe_procedure,en,,,,limited_mitigation,canonicalized_text_retokenized,unmodified,source_condition_unavailable,Required robustness reference source is unavailable under the frozen feasibility gate.,31464,0,32768,robustness reference source,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__44cb06d0517a36d93bf5,,revision_v1_robustness_v2_payload_fidelity_v2__44cb06d0517a36d93bf5,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,fc98fd17b8b40483ecc99a984e8cbffce2a237b0f3c283c6c741e08194e51773,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_001,sha256_hex,train,segmented_hex_multi_topic,procedure_garden_task,recipe_procedure,en,,,,limited_mitigation,canonicalized_text_retokenized,line_endings,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
2.0,e552cdd4d3ea501d0219b132b1a21a248e6b08dfa67d1a1206e398633c7b2520,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,dependent_unavailable,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__219e3a6c9f853d658805,,revision_v1_robustness_v2_payload_fidelity_v2__219e3a6c9f853d658805,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,fc98fd17b8b40483ecc99a984e8cbffce2a237b0f3c283c6c741e08194e51773,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,61fd4167fff3ab01ee1cfe0da183fa27a944db48,1270d22c0fbb3d092fb725d4d96c457b7b687a5f5a715abe1e818da303e562b6,revision_v1_sha256_hex_001,sha256_hex,train,segmented_hex_multi_topic,procedure_garden_task,recipe_procedure,en,,,,limited_mitigation,canonicalized_text_retokenized,whitespace_trim,source_condition_unavailable,Required robustness decode input is unavailable under the frozen feasibility gate.,31464,0,32768,robustness decode input,condition_unavailable,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,revision_v1_ablation_v2_payload_fidelity_v2__c918c33c7c1c3c174fbf,empty_isolated_roundtrip_vocabulary,mistral_7b_instruct_v0_3_q4_k_m,bartowski/Mistral-7B-Instruct-v0.3-GGUF::Mistral-7B-Instruct-v0.3-Q4_K_M.gguf::embedded_gguf,True
