preprocess_schema_version,input_run_identity_sha256,evidence_status,evidence_family,study_phase,record_type,trial_id,work_id,source_trial_id,source_record_sha256,transform_work_id,transformation_model_id,transformation_record_sha256,model_id,source_model_id,payload_name,payload_class,payload_split,prompt_id,prompt_category,language,protocol_variant,representation_name,codec_id,alphabet_size_B,segmented,segment_count,segment_size_ranks,token_filter,tail_policy,leadin_tokens,topic_schedule,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,mitigation_id,protocol_contract_revision,result_schema_revision,exact_rank_replay,exact_payload_recovery,recovery_outcome_semantics,exact_recovery,H_bits,artifact_bit_length,serialized_payload_bits,effective_representation_bits_per_full_token,effective_artifact_bits_per_full_token,effective_serialized_bits_per_full_token,effective_payload_rate,forced_token_count,tail_token_count,full_token_count,mean_log_probability,unavailable_fields
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_reference,revision_v1_robustness_v2_payload_fidelity_v2__d8c86b5374496a1a08a5,revision_v1_robustness_v2_payload_fidelity_v2__d8c86b5374496a1a08a5,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,ef72a9f679b085f56490c71d589262cfafdb769c391bd2d755b6afb84c680256,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9660377358490566,0.9660377358490566,1.9320754716981132,0.9660377358490566,64,137,265,-5.755863754376471,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__0d13cdd08390c3b6b29e,revision_v1_robustness_v2_payload_fidelity_v2__0d13cdd08390c3b6b29e,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,ef72a9f679b085f56490c71d589262cfafdb769c391bd2d755b6afb84c680256,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9660377358490566,0.9660377358490566,1.9320754716981132,0.9660377358490566,64,137,265,-5.755863754376471,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__f7e47bcebeefa12663fb,revision_v1_robustness_v2_payload_fidelity_v2__f7e47bcebeefa12663fb,revision_v1_ablation_v2_payload_fidelity_v2__ee3f3453bcd945d6eae1,ef72a9f679b085f56490c71d589262cfafdb769c391bd2d755b6afb84c680256,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_000,sha256_hex,train,casual_weekend_chat,casual_conversation,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9660377358490566,0.9660377358490566,1.9320754716981132,0.9660377358490566,64,137,265,-5.755863754376471,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_reference,revision_v1_robustness_v2_payload_fidelity_v2__248990b9cf85346fc014,revision_v1_robustness_v2_payload_fidelity_v2__248990b9cf85346fc014,revision_v1_ablation_v2_payload_fidelity_v2__108562185ede5bbe4102,d61198bb86541aa545e76d79dde2edeb61f2db4d6dfb8ee32e0789b3fd3c18fa,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_001,sha256_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.8767123287671232,0.8767123287671232,1.7534246575342465,0.8767123287671232,64,164,292,-6.097304358078883,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__0a7f46ccd5958beb7778,revision_v1_robustness_v2_payload_fidelity_v2__0a7f46ccd5958beb7778,revision_v1_ablation_v2_payload_fidelity_v2__108562185ede5bbe4102,d61198bb86541aa545e76d79dde2edeb61f2db4d6dfb8ee32e0789b3fd3c18fa,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_001,sha256_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.8767123287671232,0.8767123287671232,1.7534246575342465,0.8767123287671232,64,164,292,-6.097304358078883,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__8ea0f12c3b2be1038e04,revision_v1_robustness_v2_payload_fidelity_v2__8ea0f12c3b2be1038e04,revision_v1_ablation_v2_payload_fidelity_v2__108562185ede5bbe4102,d61198bb86541aa545e76d79dde2edeb61f2db4d6dfb8ee32e0789b3fd3c18fa,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_001,sha256_hex,train,professional_project_update,professional_communication,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.8767123287671232,0.8767123287671232,1.7534246575342465,0.8767123287671232,64,164,292,-6.097304358078883,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_reference,revision_v1_robustness_v2_payload_fidelity_v2__c6f6a369487bbdea4481,revision_v1_robustness_v2_payload_fidelity_v2__c6f6a369487bbdea4481,revision_v1_ablation_v2_payload_fidelity_v2__a043259ef1b65eccb205,e3cbbf1005741254e835a6b2be65ff9edfc711d3f548108723d04ede6f6a2466,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_002,sha256_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.927536231884058,0.927536231884058,1.855072463768116,0.927536231884058,64,148,276,-6.201780567324072,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__1d7a4aeeb5cf1ee31a17,revision_v1_robustness_v2_payload_fidelity_v2__1d7a4aeeb5cf1ee31a17,revision_v1_ablation_v2_payload_fidelity_v2__a043259ef1b65eccb205,e3cbbf1005741254e835a6b2be65ff9edfc711d3f548108723d04ede6f6a2466,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_002,sha256_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,0,0,original_serialized_payload_bytes_sha256_v1,0,256,256,512,0.927536231884058,0.927536231884058,1.855072463768116,0.927536231884058,64,148,276,-6.201780567324072,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__bc95925bdd1075f5cbac,revision_v1_robustness_v2_payload_fidelity_v2__bc95925bdd1075f5cbac,revision_v1_ablation_v2_payload_fidelity_v2__a043259ef1b65eccb205,e3cbbf1005741254e835a6b2be65ff9edfc711d3f548108723d04ede6f6a2466,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_002,sha256_hex,train,forum_practical_answer,forum_question_answer,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.927536231884058,0.927536231884058,1.855072463768116,0.927536231884058,64,148,276,-6.201780567324072,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_reference,revision_v1_robustness_v2_payload_fidelity_v2__40804a33a98d672305a0,revision_v1_robustness_v2_payload_fidelity_v2__40804a33a98d672305a0,revision_v1_ablation_v2_payload_fidelity_v2__559a8cbb3776450d1556,4a763802e9b7b2ea8b08d294e12965f04637e9487293da9c7bfe508ea610676d,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9481481481481482,0.9481481481481482,1.8962962962962964,0.9481481481481482,64,142,270,-6.109155740872003,
2.0,4def2d6cc3d9d541bff3ea9dbdd0db030689ae64cc168b9eeecc71882d9c3857,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,confirmatory_supporting,robustness_v2_confirmatory_supporting,robustness_decode,revision_v1_robustness_v2_payload_fidelity_v2__2d3d2ed7077719028da2,revision_v1_robustness_v2_payload_fidelity_v2__2d3d2ed7077719028da2,revision_v1_ablation_v2_payload_fidelity_v2__559a8cbb3776450d1556,4a763802e9b7b2ea8b08d294e12965f04637e9487293da9c7bfe508ea610676d,,,,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,train,procedure_simple_meal,recipe_procedure,en,segmented_hex_multi_topic,hex_nibble,hex_nibble,16,True,8,8,safe_text_filter_v1,dynamic_completion_v1,8,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,1,1,original_serialized_payload_bytes_sha256_v1,1,256,256,512,0.9481481481481482,0.9481481481481482,1.8962962962962964,0.9481481481481482,64,142,270,-6.109155740872003,
